"","tempFish","statArea","year","month","week","jDay","gear","fishNum","date","regName","aggProb","Region"
"6411","123_2010_troll_248_855","123","2010",9,36,"248","troll","855",2010-09-06,"Puget Sound",0.94,"Region 1"
"6412","123_2010_troll_248_856","123","2010",9,36,"248","troll","856",2010-09-06,"Oregon/California",0.34,"Region 1"
"6413","123_2010_troll_248_856","123","2010",9,36,"248","troll","856",2010-09-06,"Columbia",0.34,"Region 2"
"6414","123_2010_troll_248_856","123","2010",9,36,"248","troll","856",2010-09-06,"Puget Sound",0.08,"Region 3"
"6415","123_2010_troll_248_857","123","2010",9,36,"248","troll","857",2010-09-06,"Columbia",1,"Region 1"
"6416","123_2010_troll_248_858","123","2010",9,36,"248","troll","858",2010-09-06,"Fraser River",1,"Region 1"
"6417","123_2010_troll_248_858","123","2010",9,36,"248","troll","858",2010-09-06,NA,NA,"Region 2"
"6418","123_2010_troll_248_859","123","2010",9,36,"248","troll","859",2010-09-06,"Puget Sound",1,"Region 1"
"6419","123_2010_troll_248_859","123","2010",9,36,"248","troll","859",2010-09-06,"Fraser River",0,"Region 2"
"6420","123_2010_troll_248_859","123","2010",9,36,"248","troll","859",2010-09-06,NA,NA,"Region 3"
"6421","123_2010_troll_248_860","123","2010",9,36,"248","troll","860",2010-09-06,"Puget Sound",0.97,"Region 1"
"6422","123_2010_troll_248_861","123","2010",9,36,"248","troll","861",2010-09-06,"Fraser River",1,"Region 1"
"6423","123_2010_troll_248_861","123","2010",9,36,"248","troll","861",2010-09-06,NA,NA,"Region 2"
"6424","123_2010_troll_248_862","123","2010",9,36,"248","troll","862",2010-09-06,"Fraser River",1,"Region 1"
"6425","123_2010_troll_248_862","123","2010",9,36,"248","troll","862",2010-09-06,"SOG",0,"Region 2"
"6426","123_2010_troll_248_862","123","2010",9,36,"248","troll","862",2010-09-06,NA,NA,"Region 3"
"6427","123_2010_troll_248_863","123","2010",9,36,"248","troll","863",2010-09-06,"Fraser River",0.98,"Region 1"
"6428","123_2010_troll_248_863","123","2010",9,36,"248","troll","863",2010-09-06,"North/Central BC",0.01,"Region 2"
"6429","123_2010_troll_248_863","123","2010",9,36,"248","troll","863",2010-09-06,"Puget Sound",0,"Region 3"
"6430","123_2010_troll_248_864","123","2010",9,36,"248","troll","864",2010-09-06,"Columbia",0.96,"Region 1"
"6431","123_2010_troll_248_864","123","2010",9,36,"248","troll","864",2010-09-06,"Snake",0.02,"Region 2"
"6432","123_2010_troll_248_865","123","2010",9,36,"248","troll","865",2010-09-06,"Fraser River",0.99,"Region 1"
"6433","123_2010_troll_248_865","123","2010",9,36,"248","troll","865",2010-09-06,"Columbia",0,"Region 2"
"6434","123_2010_troll_248_866","123","2010",9,36,"248","troll","866",2010-09-06,"Puget Sound",1,"Region 1"
"6435","123_2010_troll_248_867","123","2010",9,36,"248","troll","867",2010-09-06,"Fraser River",1,"Region 1"
"6436","123_2010_troll_248_867","123","2010",9,36,"248","troll","867",2010-09-06,NA,NA,"Region 2"
"6437","123_2010_troll_248_868","123","2010",9,36,"248","troll","868",2010-09-06,"Columbia",1,"Region 1"
"6438","123_2010_troll_248_869","123","2010",9,36,"248","troll","869",2010-09-06,"Puget Sound",0.97,"Region 1"
"6439","123_2010_troll_248_870","123","2010",9,36,"248","troll","870",2010-09-06,"Fraser River",0.99,"Region 1"
"6440","123_2010_troll_248_870","123","2010",9,36,"248","troll","870",2010-09-06,"Puget Sound",0,"Region 2"
"6441","123_2010_troll_248_871","123","2010",9,36,"248","troll","871",2010-09-06,"Columbia",0.96,"Region 1"
"6442","123_2010_troll_248_871","123","2010",9,36,"248","troll","871",2010-09-06,"Snake",0.04,"Region 2"
"6443","123_2010_troll_248_872","123","2010",9,36,"248","troll","872",2010-09-06,"Fraser River",1,"Region 1"
"6444","123_2010_troll_248_872","123","2010",9,36,"248","troll","872",2010-09-06,NA,NA,"Region 2"
"6445","123_2010_troll_248_873","123","2010",9,36,"248","troll","873",2010-09-06,"Fraser River",1,"Region 1"
"6446","123_2010_troll_248_873","123","2010",9,36,"248","troll","873",2010-09-06,NA,NA,"Region 2"
"6447","123_2010_troll_248_874","123","2010",9,36,"248","troll","874",2010-09-06,"Columbia",0.99,"Region 1"
"6448","123_2010_troll_248_875","123","2010",9,36,"248","troll","875",2010-09-06,"Columbia",1,"Region 1"
"6449","123_2010_troll_248_876","123","2010",9,36,"248","troll","876",2010-09-06,"Columbia",0.99,"Region 1"
"6450","123_2010_troll_248_877","123","2010",9,36,"248","troll","877",2010-09-06,"Fraser River",1,"Region 1"
"6451","123_2010_troll_248_877","123","2010",9,36,"248","troll","877",2010-09-06,"Puget Sound",0,"Region 2"
"6452","123_2010_troll_248_877","123","2010",9,36,"248","troll","877",2010-09-06,NA,NA,"Region 3"
"6453","123_2010_troll_248_878","123","2010",9,36,"248","troll","878",2010-09-06,"Puget Sound",1,"Region 1"
"6454","123_2010_troll_248_879","123","2010",9,36,"248","troll","879",2010-09-06,"Snake",0.8,"Region 1"
"6455","123_2010_troll_248_879","123","2010",9,36,"248","troll","879",2010-09-06,"Columbia",0.19,"Region 2"
"6456","123_2010_troll_248_880","123","2010",9,36,"248","troll","880",2010-09-06,"Fraser River",0.98,"Region 1"
"6457","123_2010_troll_248_880","123","2010",9,36,"248","troll","880",2010-09-06,"Oregon/California",0.02,"Region 2"
"6458","123_2010_troll_248_880","123","2010",9,36,"248","troll","880",2010-09-06,"Puget Sound",0,"Region 3"
"6459","123_2010_troll_248_881","123","2010",9,36,"248","troll","881",2010-09-06,"Oregon/California",0.99,"Region 1"
"6460","123_2010_troll_248_882","123","2010",9,36,"248","troll","882",2010-09-06,"Columbia",1,"Region 1"
"6461","123_2010_troll_249_883","123","2010",9,36,"249","troll","883",2010-09-07,"Fraser River",1,"Region 1"
"6462","123_2010_troll_249_883","123","2010",9,36,"249","troll","883",2010-09-07,NA,NA,"Region 2"
"6463","123_2010_troll_249_884","123","2010",9,36,"249","troll","884",2010-09-07,"Fraser River",1,"Region 1"
"6464","123_2010_troll_249_884","123","2010",9,36,"249","troll","884",2010-09-07,"Puget Sound",0,"Region 2"
"6465","123_2010_troll_249_885","123","2010",9,36,"249","troll","885",2010-09-07,"Puget Sound",0.93,"Region 1"
"6466","123_2010_troll_249_886","123","2010",9,36,"249","troll","886",2010-09-07,"Puget Sound",0.96,"Region 1"
"6467","123_2010_troll_249_887","123","2010",9,36,"249","troll","887",2010-09-07,"Fraser River",0.76,"Region 1"
"6468","123_2010_troll_249_887","123","2010",9,36,"249","troll","887",2010-09-07,"Puget Sound",0.04,"Region 2"
"6469","123_2010_troll_249_887","123","2010",9,36,"249","troll","887",2010-09-07,"Snake",0.04,"Region 3"
"6470","123_2010_troll_249_887","123","2010",9,36,"249","troll","887",2010-09-07,"SOG",0.03,"Region 4"
"6471","123_2010_troll_249_888","123","2010",9,36,"249","troll","888",2010-09-07,"Puget Sound",0.98,"Region 1"
"6472","123_2010_troll_249_889","123","2010",9,36,"249","troll","889",2010-09-07,"Fraser River",0.97,"Region 1"
"6473","123_2010_troll_249_889","123","2010",9,36,"249","troll","889",2010-09-07,"Columbia",0.02,"Region 2"
"6474","123_2010_troll_249_889","123","2010",9,36,"249","troll","889",2010-09-07,"Puget Sound",0,"Region 3"
"6475","123_2010_troll_249_889","123","2010",9,36,"249","troll","889",2010-09-07,"Snake",0,"Region 4"
"6476","123_2010_troll_249_890","123","2010",9,36,"249","troll","890",2010-09-07,"Fraser River",1,"Region 1"
"6477","123_2010_troll_249_890","123","2010",9,36,"249","troll","890",2010-09-07,NA,NA,"Region 2"
"6478","123_2010_troll_249_891","123","2010",9,36,"249","troll","891",2010-09-07,"Fraser River",1,"Region 1"
"6479","123_2010_troll_249_891","123","2010",9,36,"249","troll","891",2010-09-07,NA,NA,"Region 2"
"6480","123_2010_troll_249_892","123","2010",9,36,"249","troll","892",2010-09-07,"Puget Sound",0.55,"Region 1"
"6481","123_2010_troll_249_892","123","2010",9,36,"249","troll","892",2010-09-07,"Oregon/California",0.36,"Region 2"
"6482","123_2010_troll_249_893","123","2010",9,36,"249","troll","893",2010-09-07,"Puget Sound",0.87,"Region 1"
"6483","123_2010_troll_249_894","123","2010",9,36,"249","troll","894",2010-09-07,"Puget Sound",0.96,"Region 1"
"6484","123_2010_troll_249_895","123","2010",9,36,"249","troll","895",2010-09-07,"Puget Sound",0.91,"Region 1"
"6485","123_2010_troll_249_896","123","2010",9,36,"249","troll","896",2010-09-07,"Columbia",0.98,"Region 1"
"6486","123_2010_troll_249_897","123","2010",9,36,"249","troll","897",2010-09-07,"Fraser River",1,"Region 1"
"6487","123_2010_troll_249_897","123","2010",9,36,"249","troll","897",2010-09-07,NA,NA,"Region 2"
"6488","123_2010_troll_249_898","123","2010",9,36,"249","troll","898",2010-09-07,"Columbia",0.99,"Region 1"
"6489","123_2010_troll_249_899","123","2010",9,36,"249","troll","899",2010-09-07,"Fraser River",0.99,"Region 1"
"6490","123_2010_troll_249_899","123","2010",9,36,"249","troll","899",2010-09-07,"Columbia",0,"Region 2"
"6491","123_2010_troll_249_899","123","2010",9,36,"249","troll","899",2010-09-07,"Oregon/California",0,"Region 3"
"6492","123_2010_troll_249_900","123","2010",9,36,"249","troll","900",2010-09-07,"Puget Sound",0.93,"Region 1"
"6493","123_2010_troll_249_901","123","2010",9,36,"249","troll","901",2010-09-07,"Fraser River",1,"Region 1"
"6494","123_2010_troll_249_901","123","2010",9,36,"249","troll","901",2010-09-07,"WCVI",0,"Region 2"
"6495","123_2010_troll_249_901","123","2010",9,36,"249","troll","901",2010-09-07,NA,NA,"Region 3"
"6496","123_2010_troll_249_902","123","2010",9,36,"249","troll","902",2010-09-07,"Puget Sound",0.94,"Region 1"
"6497","123_2010_troll_249_902","123","2010",9,36,"249","troll","902",2010-09-07,"Columbia",0.02,"Region 2"
"6498","123_2010_troll_249_902","123","2010",9,36,"249","troll","902",2010-09-07,"North/Central BC",0.01,"Region 3"
"6499","123_2010_troll_249_902","123","2010",9,36,"249","troll","902",2010-09-07,"Oregon/California",0.01,"Region 4"
"6500","123_2010_troll_249_903","123","2010",9,36,"249","troll","903",2010-09-07,"Fraser River",0.91,"Region 1"
"6501","123_2010_troll_249_903","123","2010",9,36,"249","troll","903",2010-09-07,"Snake",0.08,"Region 2"
"6502","123_2010_troll_249_903","123","2010",9,36,"249","troll","903",2010-09-07,"Columbia",0,"Region 3"
"6503","123_2010_troll_249_904","123","2010",9,36,"249","troll","904",2010-09-07,"Fraser River",1,"Region 1"
"6504","123_2010_troll_249_904","123","2010",9,36,"249","troll","904",2010-09-07,NA,NA,"Region 2"
"6505","123_2010_troll_249_905","123","2010",9,36,"249","troll","905",2010-09-07,"Fraser River",1,"Region 1"
"6506","123_2010_troll_249_905","123","2010",9,36,"249","troll","905",2010-09-07,NA,NA,"Region 2"
"6507","123_2010_troll_249_906","123","2010",9,36,"249","troll","906",2010-09-07,"Columbia",0.99,"Region 1"
"6508","123_2010_troll_249_906","123","2010",9,36,"249","troll","906",2010-09-07,"Oregon/California",0,"Region 2"
"6509","123_2010_troll_249_906","123","2010",9,36,"249","troll","906",2010-09-07,"Snake",0,"Region 3"
"6510","123_2010_troll_249_907","123","2010",9,36,"249","troll","907",2010-09-07,"Snake",0.99,"Region 1"
"6511","123_2010_troll_249_907","123","2010",9,36,"249","troll","907",2010-09-07,"Columbia",0,"Region 2"
"6512","123_2010_troll_249_908","123","2010",9,36,"249","troll","908",2010-09-07,"Snake",0.85,"Region 1"
"6513","123_2010_troll_249_908","123","2010",9,36,"249","troll","908",2010-09-07,"Columbia",0.14,"Region 2"
"6514","123_2010_troll_249_909","123","2010",9,36,"249","troll","909",2010-09-07,"Fraser River",1,"Region 1"
"6515","123_2010_troll_249_909","123","2010",9,36,"249","troll","909",2010-09-07,NA,NA,"Region 2"
"6516","123_2010_troll_249_910","123","2010",9,36,"249","troll","910",2010-09-07,"Columbia",1,"Region 1"
"6517","123_2010_troll_249_911","123","2010",9,36,"249","troll","911",2010-09-07,"Fraser River",1,"Region 1"
"6518","123_2010_troll_249_911","123","2010",9,36,"249","troll","911",2010-09-07,"Puget Sound",0,"Region 2"
"6519","123_2010_troll_249_912","123","2010",9,36,"249","troll","912",2010-09-07,"Fraser River",1,"Region 1"
"6520","123_2010_troll_249_912","123","2010",9,36,"249","troll","912",2010-09-07,NA,NA,"Region 2"
"6521","123_2010_troll_249_913","123","2010",9,36,"249","troll","913",2010-09-07,"Puget Sound",0.97,"Region 1"
"6522","123_2010_troll_249_914","123","2010",9,36,"249","troll","914",2010-09-07,"Fraser River",0.9,"Region 1"
"6523","123_2010_troll_249_914","123","2010",9,36,"249","troll","914",2010-09-07,"Puget Sound",0.08,"Region 2"
"6524","123_2010_troll_249_915","123","2010",9,36,"249","troll","915",2010-09-07,"Puget Sound",0.93,"Region 1"
"6525","123_2010_troll_249_916","123","2010",9,36,"249","troll","916",2010-09-07,"Fraser River",1,"Region 1"
"6526","123_2010_troll_249_916","123","2010",9,36,"249","troll","916",2010-09-07,"SOG",0,"Region 2"
"6527","123_2010_troll_249_916","123","2010",9,36,"249","troll","916",2010-09-07,NA,NA,"Region 3"
"6528","123_2010_troll_249_917","123","2010",9,36,"249","troll","917",2010-09-07,"Fraser River",1,"Region 1"
"6529","123_2010_troll_249_917","123","2010",9,36,"249","troll","917",2010-09-07,NA,NA,"Region 2"
"6530","123_2010_troll_249_918","123","2010",9,36,"249","troll","918",2010-09-07,"Fraser River",0.99,"Region 1"
"6531","123_2010_troll_249_918","123","2010",9,36,"249","troll","918",2010-09-07,"Puget Sound",0,"Region 2"
"6532","123_2010_troll_249_918","123","2010",9,36,"249","troll","918",2010-09-07,NA,NA,"Region 3"
"6533","123_2010_troll_249_919","123","2010",9,36,"249","troll","919",2010-09-07,"Fraser River",1,"Region 1"
"6534","123_2010_troll_249_919","123","2010",9,36,"249","troll","919",2010-09-07,NA,NA,"Region 2"
"6535","123_2010_troll_249_920","123","2010",9,36,"249","troll","920",2010-09-07,"Columbia",1,"Region 1"
"6536","123_2010_troll_249_920","123","2010",9,36,"249","troll","920",2010-09-07,NA,NA,"Region 2"
"6537","123_2010_troll_249_921","123","2010",9,36,"249","troll","921",2010-09-07,"Columbia",1,"Region 1"
"6538","123_2010_troll_249_921","123","2010",9,36,"249","troll","921",2010-09-07,NA,NA,"Region 2"
"6539","123_2010_troll_249_922","123","2010",9,36,"249","troll","922",2010-09-07,"Columbia",0.88,"Region 1"
"6540","123_2010_troll_249_922","123","2010",9,36,"249","troll","922",2010-09-07,"Snake",0.09,"Region 2"
"6541","123_2010_troll_249_923","123","2010",9,36,"249","troll","923",2010-09-07,"Fraser River",0.64,"Region 1"
"6542","123_2010_troll_249_923","123","2010",9,36,"249","troll","923",2010-09-07,"Puget Sound",0.17,"Region 2"
"6543","123_2010_troll_249_923","123","2010",9,36,"249","troll","923",2010-09-07,"SOG",0.11,"Region 3"
"6544","123_2010_troll_249_924","123","2010",9,36,"249","troll","924",2010-09-07,"Fraser River",1,"Region 1"
"6545","123_2010_troll_249_924","123","2010",9,36,"249","troll","924",2010-09-07,NA,NA,"Region 2"
"6546","123_2010_troll_249_925","123","2010",9,36,"249","troll","925",2010-09-07,"Fraser River",0.99,"Region 1"
"6547","123_2010_troll_249_925","123","2010",9,36,"249","troll","925",2010-09-07,"North/Central BC",0,"Region 2"
"6548","123_2010_troll_249_926","123","2010",9,36,"249","troll","926",2010-09-07,"Fraser River",0.99,"Region 1"
"6549","123_2010_troll_249_926","123","2010",9,36,"249","troll","926",2010-09-07,"Columbia",0.01,"Region 2"
"6550","123_2010_troll_249_927","123","2010",9,36,"249","troll","927",2010-09-07,"Columbia",1.01,"Region 1"
"6551","123_2010_troll_249_928","123","2010",9,36,"249","troll","928",2010-09-07,"Fraser River",1,"Region 1"
"6552","123_2010_troll_249_928","123","2010",9,36,"249","troll","928",2010-09-07,"Columbia",0,"Region 2"
"6553","123_2010_troll_249_928","123","2010",9,36,"249","troll","928",2010-09-07,"Puget Sound",0,"Region 3"
"6554","123_2010_troll_250_929","123","2010",9,36,"250","troll","929",2010-09-08,"Snake",0.99,"Region 1"
"6555","123_2010_troll_250_929","123","2010",9,36,"250","troll","929",2010-09-08,"Columbia",0.01,"Region 2"
"6556","123_2010_troll_250_930","123","2010",9,36,"250","troll","930",2010-09-08,"Fraser River",1,"Region 1"
"6557","123_2010_troll_250_930","123","2010",9,36,"250","troll","930",2010-09-08,NA,NA,"Region 2"
"6558","123_2010_troll_250_931","123","2010",9,36,"250","troll","931",2010-09-08,"Columbia",0.73,"Region 1"
"6559","123_2010_troll_250_931","123","2010",9,36,"250","troll","931",2010-09-08,"Snake",0.24,"Region 2"
"6560","123_2010_troll_250_932","123","2010",9,36,"250","troll","932",2010-09-08,"Snake",0.61,"Region 1"
"6561","123_2010_troll_250_932","123","2010",9,36,"250","troll","932",2010-09-08,"Oregon/California",0.24,"Region 2"
"6562","123_2010_troll_250_932","123","2010",9,36,"250","troll","932",2010-09-08,"Columbia",0.1,"Region 3"
"6563","123_2010_troll_250_933","123","2010",9,36,"250","troll","933",2010-09-08,"Columbia",0.99,"Region 1"
"6564","123_2010_troll_250_934","123","2010",9,36,"250","troll","934",2010-09-08,"Columbia",1,"Region 1"
"6565","123_2010_troll_250_935","123","2010",9,36,"250","troll","935",2010-09-08,"Columbia",0.99,"Region 1"
"6566","123_2010_troll_250_936","123","2010",9,36,"250","troll","936",2010-09-08,"Fraser River",0.88,"Region 1"
"6567","123_2010_troll_250_937","123","2010",9,36,"250","troll","937",2010-09-08,"Puget Sound",1,"Region 1"
"6568","123_2010_troll_250_938","123","2010",9,36,"250","troll","938",2010-09-08,"Snake",0.54,"Region 1"
"6569","123_2010_troll_250_938","123","2010",9,36,"250","troll","938",2010-09-08,"Columbia",0.31,"Region 2"
"6570","123_2010_troll_250_938","123","2010",9,36,"250","troll","938",2010-09-08,"Oregon/California",0.04,"Region 3"
"6571","123_2010_troll_250_939","123","2010",9,36,"250","troll","939",2010-09-08,"Fraser River",1,"Region 1"
"6572","123_2010_troll_250_939","123","2010",9,36,"250","troll","939",2010-09-08,"Puget Sound",0,"Region 2"
"6573","123_2010_troll_250_939","123","2010",9,36,"250","troll","939",2010-09-08,NA,NA,"Region 3"
"6574","123_2010_troll_250_940","123","2010",9,36,"250","troll","940",2010-09-08,"Columbia",1,"Region 1"
"6575","123_2010_troll_250_941","123","2010",9,36,"250","troll","941",2010-09-08,"Fraser River",1,"Region 1"
"6576","123_2010_troll_250_941","123","2010",9,36,"250","troll","941",2010-09-08,"Columbia",0,"Region 2"
"6577","123_2010_troll_250_941","123","2010",9,36,"250","troll","941",2010-09-08,"Snake",0,"Region 3"
"6578","123_2010_troll_250_942","123","2010",9,36,"250","troll","942",2010-09-08,"Fraser River",1,"Region 1"
"6579","123_2010_troll_250_942","123","2010",9,36,"250","troll","942",2010-09-08,"Puget Sound",0,"Region 2"
"6580","123_2010_troll_250_942","123","2010",9,36,"250","troll","942",2010-09-08,"SOG",0,"Region 3"
"6581","123_2010_troll_250_943","123","2010",9,36,"250","troll","943",2010-09-08,"Columbia",1,"Region 1"
"6582","123_2010_troll_250_943","123","2010",9,36,"250","troll","943",2010-09-08,"Snake",0,"Region 2"
"6583","123_2010_troll_250_944","123","2010",9,36,"250","troll","944",2010-09-08,"Oregon/California",0.93,"Region 1"
"6584","123_2010_troll_250_944","123","2010",9,36,"250","troll","944",2010-09-08,"Snake",0.03,"Region 2"
"6585","123_2010_troll_250_944","123","2010",9,36,"250","troll","944",2010-09-08,"Columbia",0.02,"Region 3"
"6586","123_2010_troll_250_944","123","2010",9,36,"250","troll","944",2010-09-08,"Puget Sound",0.01,"Region 4"
"6587","123_2010_troll_250_945","123","2010",9,36,"250","troll","945",2010-09-08,"Fraser River",1,"Region 1"
"6588","123_2010_troll_250_945","123","2010",9,36,"250","troll","945",2010-09-08,NA,NA,"Region 2"
"6589","123_2010_troll_250_946","123","2010",9,36,"250","troll","946",2010-09-08,"Columbia",0.98,"Region 1"
"6590","123_2010_troll_250_947","123","2010",9,36,"250","troll","947",2010-09-08,"Snake",0.97,"Region 1"
"6591","123_2010_troll_250_947","123","2010",9,36,"250","troll","947",2010-09-08,"Columbia",0.03,"Region 2"
"6592","123_2010_troll_250_947","123","2010",9,36,"250","troll","947",2010-09-08,"Puget Sound",0,"Region 3"
"6593","123_2010_troll_250_948","123","2010",9,36,"250","troll","948",2010-09-08,"Snake",0.38,"Region 1"
"6594","123_2010_troll_250_948","123","2010",9,36,"250","troll","948",2010-09-08,"Puget Sound",0.27,"Region 2"
"6595","123_2010_troll_250_948","123","2010",9,36,"250","troll","948",2010-09-08,"Columbia",0.18,"Region 3"
"6596","123_2010_troll_250_949","123","2010",9,36,"250","troll","949",2010-09-08,"Puget Sound",0.99,"Region 1"
"6597","123_2010_troll_250_950","123","2010",9,36,"250","troll","950",2010-09-08,"Puget Sound",0.91,"Region 1"
"6598","123_2010_troll_250_950","123","2010",9,36,"250","troll","950",2010-09-08,"Snake",0.04,"Region 2"
"6599","123_2010_troll_250_951","123","2010",9,36,"250","troll","951",2010-09-08,"Columbia",0.78,"Region 1"
"6600","123_2010_troll_250_951","123","2010",9,36,"250","troll","951",2010-09-08,"Fraser River",0.06,"Region 2"
"6601","123_2010_troll_250_951","123","2010",9,36,"250","troll","951",2010-09-08,"Snake",0.06,"Region 3"
"6602","123_2010_troll_250_952","123","2010",9,36,"250","troll","952",2010-09-08,"Columbia",1,"Region 1"
"6603","123_2010_troll_250_952","123","2010",9,36,"250","troll","952",2010-09-08,NA,NA,"Region 2"
"6604","123_2010_troll_250_953","123","2010",9,36,"250","troll","953",2010-09-08,"Puget Sound",0.94,"Region 1"
"6605","123_2010_troll_250_954","123","2010",9,36,"250","troll","954",2010-09-08,"Snake",0.82,"Region 1"
"6606","123_2010_troll_250_954","123","2010",9,36,"250","troll","954",2010-09-08,"Oregon/California",0.09,"Region 2"
"6607","123_2010_troll_250_954","123","2010",9,36,"250","troll","954",2010-09-08,"Columbia",0.06,"Region 3"
"6608","123_2010_troll_250_954","123","2010",9,36,"250","troll","954",2010-09-08,"Puget Sound",0.01,"Region 4"
"6609","123_2010_troll_250_955","123","2010",9,36,"250","troll","955",2010-09-08,"Columbia",0.99,"Region 1"
"6610","123_2010_troll_250_956","123","2010",9,36,"250","troll","956",2010-09-08,"Oregon/California",0.99,"Region 1"
"6611","123_2010_troll_250_956","123","2010",9,36,"250","troll","956",2010-09-08,"Columbia",0,"Region 2"
"6612","123_2010_troll_250_957","123","2010",9,36,"250","troll","957",2010-09-08,"Fraser River",1,"Region 1"
"6613","123_2010_troll_250_957","123","2010",9,36,"250","troll","957",2010-09-08,NA,NA,"Region 2"
"6614","123_2010_troll_250_958","123","2010",9,36,"250","troll","958",2010-09-08,"Columbia",0.99,"Region 1"
"6615","123_2010_troll_250_959","123","2010",9,36,"250","troll","959",2010-09-08,"Puget Sound",0.96,"Region 1"
"6616","123_2010_troll_250_960","123","2010",9,36,"250","troll","960",2010-09-08,"Snake",1,"Region 1"
"6617","123_2010_troll_250_960","123","2010",9,36,"250","troll","960",2010-09-08,"Columbia",0,"Region 2"
"6618","123_2010_troll_250_961","123","2010",9,36,"250","troll","961",2010-09-08,"Fraser River",1,"Region 1"
"6619","123_2010_troll_250_961","123","2010",9,36,"250","troll","961",2010-09-08,"Oregon/California",0,"Region 2"
"6620","123_2010_troll_250_961","123","2010",9,36,"250","troll","961",2010-09-08,NA,NA,"Region 3"
"6621","123_2010_troll_250_962","123","2010",9,36,"250","troll","962",2010-09-08,"Columbia",0.99,"Region 1"
"6622","123_2010_troll_250_963","123","2010",9,36,"250","troll","963",2010-09-08,"Fraser River",1,"Region 1"
"6623","123_2010_troll_250_963","123","2010",9,36,"250","troll","963",2010-09-08,"Oregon/California",0,"Region 2"
"6624","123_2010_troll_250_963","123","2010",9,36,"250","troll","963",2010-09-08,NA,NA,"Region 3"
"6625","123_2010_troll_250_964","123","2010",9,36,"250","troll","964",2010-09-08,"Puget Sound",0.97,"Region 1"
"6626","123_2010_troll_250_965","123","2010",9,36,"250","troll","965",2010-09-08,"Oregon/California",1,"Region 1"
"6627","123_2010_troll_250_966","123","2010",9,36,"250","troll","966",2010-09-08,"Puget Sound",0.88,"Region 1"
"6628","123_2010_troll_250_967","123","2010",9,36,"250","troll","967",2010-09-08,"Columbia",0.42,"Region 1"
"6629","123_2010_troll_250_967","123","2010",9,36,"250","troll","967",2010-09-08,"Oregon/California",0.32,"Region 2"
"6630","123_2010_troll_250_967","123","2010",9,36,"250","troll","967",2010-09-08,"Puget Sound",0.18,"Region 3"
"6631","123_2010_troll_250_968","123","2010",9,36,"250","troll","968",2010-09-08,"Columbia",0.95,"Region 1"
"6632","123_2010_troll_250_968","123","2010",9,36,"250","troll","968",2010-09-08,"Snake",0.04,"Region 2"
"6633","123_2010_troll_250_969","123","2010",9,36,"250","troll","969",2010-09-08,"Puget Sound",1,"Region 1"
"6634","123_2010_troll_250_970","123","2010",9,36,"250","troll","970",2010-09-08,"Fraser River",1,"Region 1"
"6635","123_2010_troll_250_970","123","2010",9,36,"250","troll","970",2010-09-08,NA,NA,"Region 2"
"6636","123_2010_troll_250_971","123","2010",9,36,"250","troll","971",2010-09-08,"Columbia",0.95,"Region 1"
"6637","123_2010_troll_250_972","123","2010",9,36,"250","troll","972",2010-09-08,"Fraser River",0.64,"Region 1"
"6638","123_2010_troll_250_972","123","2010",9,36,"250","troll","972",2010-09-08,"Snake",0.29,"Region 2"
"6639","123_2010_troll_250_972","123","2010",9,36,"250","troll","972",2010-09-08,"Columbia",0.03,"Region 3"
"6640","123_2010_troll_250_973","123","2010",9,36,"250","troll","973",2010-09-08,"Columbia",0.85,"Region 1"
"6641","123_2010_troll_250_973","123","2010",9,36,"250","troll","973",2010-09-08,"Snake",0.05,"Region 2"
"6642","123_2010_troll_250_974","123","2010",9,36,"250","troll","974",2010-09-08,"Fraser River",1,"Region 1"
"6643","123_2010_troll_250_974","123","2010",9,36,"250","troll","974",2010-09-08,NA,NA,"Region 2"
"6644","123_2010_troll_250_975","123","2010",9,36,"250","troll","975",2010-09-08,"Puget Sound",0.87,"Region 1"
"6645","123_2010_troll_250_976","123","2010",9,36,"250","troll","976",2010-09-08,"Puget Sound",0.69,"Region 1"
"6646","123_2010_troll_250_977","123","2010",9,36,"250","troll","977",2010-09-08,"Fraser River",1,"Region 1"
"6647","123_2010_troll_250_977","123","2010",9,36,"250","troll","977",2010-09-08,"Puget Sound",0,"Region 2"
"6648","123_2010_troll_250_978","123","2010",9,36,"250","troll","978",2010-09-08,"Fraser River",1,"Region 1"
"6649","123_2010_troll_250_978","123","2010",9,36,"250","troll","978",2010-09-08,"Columbia",0,"Region 2"
"6650","123_2010_troll_250_979","123","2010",9,36,"250","troll","979",2010-09-08,"Columbia",0.99,"Region 1"
"6651","123_2010_troll_250_980","123","2010",9,36,"250","troll","980",2010-09-08,"Columbia",0.99,"Region 1"
"6652","123_2010_troll_250_981","123","2010",9,36,"250","troll","981",2010-09-08,"Columbia",0.76,"Region 1"
"6653","123_2010_troll_250_981","123","2010",9,36,"250","troll","981",2010-09-08,"Snake",0.12,"Region 2"
"6654","123_2010_troll_250_982","123","2010",9,36,"250","troll","982",2010-09-08,"Puget Sound",1,"Region 1"
"6655","123_2010_troll_250_983","123","2010",9,36,"250","troll","983",2010-09-08,"Columbia",1,"Region 1"
"6656","123_2010_troll_250_983","123","2010",9,36,"250","troll","983",2010-09-08,NA,NA,"Region 2"
"6657","123_2010_troll_250_984","123","2010",9,36,"250","troll","984",2010-09-08,"Snake",1,"Region 1"
