"","ESTIMATE_TYPE","LICENCE_AREA","OPNG_CAT","OPNG_DESC","TARGETS_CHINOOK","STAT_WEEK","FISHING_DATE","FISHING.MONTH","FISHING.YEAR","MGMT_AREA","AREA_NAME","CATCH_REGION","HRS_OPEN","VESSELS_OP","CHINOOK_KEPT","CHINOOK_RELD","COMMENTS"
"1668","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-24,1,2008,126,"management area 126","NWVI",24,5,47,1,NA
"1669","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-24,1,2008,127,"management area 127","NWVI",24,3,0,1,NA
"1670","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-25,1,2008,23,"management area 23","SWVI",24,0,0,0,NA
"1671","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-25,1,2008,24,"management area 24","SWVI",24,0,0,0,NA
"1672","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-25,1,2008,25,"management area 25","NWVI",24,0,0,0,NA
"1673","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-25,1,2008,26,"management area 26","NWVI",24,0,0,0,NA
"1674","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-25,1,2008,27,"management area 27","NWVI",24,0,0,0,NA
"1675","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-25,1,2008,123,"management area 123","SWVI",24,1,5,0,NA
"1676","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-25,1,2008,124,"management area 124","SWVI",24,3,33,0,NA
"1677","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-25,1,2008,125,"management area 125","NWVI",24,0,0,0,NA
"1678","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-25,1,2008,126,"management area 126","NWVI",24,5,68,2,NA
"1679","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-25,1,2008,127,"management area 127","NWVI",24,0,0,0,NA
"1680","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-26,1,2008,23,"management area 23","SWVI",24,0,0,0,NA
"1681","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-26,1,2008,24,"management area 24","SWVI",24,0,0,0,NA
"1682","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-26,1,2008,25,"management area 25","NWVI",24,0,0,0,NA
"1683","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-26,1,2008,26,"management area 26","NWVI",24,0,0,0,NA
"1684","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-26,1,2008,27,"management area 27","NWVI",24,0,0,0,NA
"1685","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-26,1,2008,123,"management area 123","SWVI",24,1,8,0,NA
"1686","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-26,1,2008,124,"management area 124","SWVI",24,0,0,0,NA
"1687","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-26,1,2008,125,"management area 125","NWVI",24,1,2,0,NA
"1688","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-26,1,2008,126,"management area 126","NWVI",24,4,31,1,NA
"1689","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/4",2008-01-26,1,2008,127,"management area 127","NWVI",24,0,0,0,NA
"1690","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-27,1,2008,23,"management area 23","SWVI",24,1,7,0,NA
"1691","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-27,1,2008,24,"management area 24","SWVI",24,0,0,0,NA
"1692","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-27,1,2008,25,"management area 25","NWVI",24,0,0,0,NA
"1693","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-27,1,2008,26,"management area 26","NWVI",24,0,0,0,NA
"1694","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-27,1,2008,27,"management area 27","NWVI",24,0,0,0,NA
"1695","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-27,1,2008,123,"management area 123","SWVI",24,1,10,1,NA
"1696","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-27,1,2008,124,"management area 124","SWVI",24,0,0,0,NA
"1697","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-27,1,2008,125,"management area 125","NWVI",24,0,0,0,NA
"1698","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-27,1,2008,126,"management area 126","NWVI",24,5,55,3,NA
"1699","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-27,1,2008,127,"management area 127","NWVI",24,0,0,0,NA
"1700","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-28,1,2008,23,"management area 23","SWVI",24,2,7,1,NA
"1701","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-28,1,2008,24,"management area 24","SWVI",24,0,0,0,NA
"1702","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-28,1,2008,25,"management area 25","NWVI",24,0,0,0,NA
"1703","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-28,1,2008,26,"management area 26","NWVI",24,0,0,0,NA
"1704","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-28,1,2008,27,"management area 27","NWVI",24,0,0,0,NA
"1705","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-28,1,2008,123,"management area 123","SWVI",24,0,0,0,NA
"1706","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-28,1,2008,124,"management area 124","SWVI",24,1,5,0,NA
"1707","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-28,1,2008,125,"management area 125","NWVI",24,0,0,0,NA
"1708","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-28,1,2008,126,"management area 126","NWVI",24,6,43,6,NA
"1709","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-28,1,2008,127,"management area 127","NWVI",24,1,10,0,NA
"1710","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-29,1,2008,23,"management area 23","SWVI",24,1,3,1,NA
"1711","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-29,1,2008,24,"management area 24","SWVI",24,0,0,0,NA
"1712","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-29,1,2008,25,"management area 25","NWVI",24,0,0,0,NA
"1713","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-29,1,2008,26,"management area 26","NWVI",24,0,0,0,NA
"1714","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-29,1,2008,27,"management area 27","NWVI",24,0,0,0,NA
"1715","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-29,1,2008,123,"management area 123","SWVI",24,0,0,0,NA
"1716","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-29,1,2008,124,"management area 124","SWVI",24,0,0,0,NA
"1717","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-29,1,2008,125,"management area 125","NWVI",24,1,8,3,NA
"1718","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-29,1,2008,126,"management area 126","NWVI",24,3,33,6,NA
"1719","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-29,1,2008,127,"management area 127","NWVI",24,1,3,0,NA
"1720","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-30,1,2008,23,"management area 23","SWVI",24,1,2,3,NA
"1721","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-30,1,2008,24,"management area 24","SWVI",24,0,0,0,NA
"1722","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-30,1,2008,25,"management area 25","NWVI",24,0,0,0,NA
"1723","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-30,1,2008,26,"management area 26","NWVI",24,0,0,0,NA
"1724","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-30,1,2008,27,"management area 27","NWVI",24,0,0,0,NA
"1725","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-30,1,2008,123,"management area 123","SWVI",24,1,6,1,NA
"1726","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-30,1,2008,124,"management area 124","SWVI",24,0,0,0,NA
"1727","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-30,1,2008,125,"management area 125","NWVI",24,1,9,2,NA
"1728","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-30,1,2008,126,"management area 126","NWVI",24,4,33,8,NA
"1729","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-30,1,2008,127,"management area 127","NWVI",24,0,0,0,NA
"1730","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-31,1,2008,23,"management area 23","SWVI",24,1,5,2,NA
"1731","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-31,1,2008,24,"management area 24","SWVI",24,0,0,0,NA
"1732","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-31,1,2008,25,"management area 25","NWVI",24,1,9,5,NA
"1733","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-31,1,2008,26,"management area 26","NWVI",24,0,0,0,NA
"1734","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-31,1,2008,27,"management area 27","NWVI",24,0,0,0,NA
"1735","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-31,1,2008,123,"management area 123","SWVI",24,0,0,0,NA
"1736","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-31,1,2008,124,"management area 124","SWVI",24,0,0,0,NA
"1737","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-31,1,2008,125,"management area 125","NWVI",24,0,0,0,NA
"1738","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-31,1,2008,126,"management area 126","NWVI",24,5,42,4,NA
"1739","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Jan 15 - 31","YES"," 01/5",2008-01-31,1,2008,127,"management area 127","NWVI",24,0,0,0,NA
"1740","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-01,2,2008,23,"management area 23","SWVI",24,2,15,8,NA
"1741","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-01,2,2008,24,"management area 24","SWVI",24,0,0,0,NA
"1742","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-01,2,2008,25,"management area 25","NWVI",24,1,2,4,NA
"1743","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-01,2,2008,26,"management area 26","NWVI",24,0,0,0,NA
"1744","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-01,2,2008,27,"management area 27","NWVI",24,0,0,0,NA
"1745","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-01,2,2008,123,"management area 123","SWVI",24,0,0,0,NA
"1746","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-01,2,2008,124,"management area 124","SWVI",24,0,0,0,NA
"1747","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-01,2,2008,125,"management area 125","NWVI",24,0,0,0,NA
"1748","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-01,2,2008,126,"management area 126","NWVI",24,7,24,0,NA
"1749","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-01,2,2008,127,"management area 127","NWVI",24,0,0,0,NA
"1750","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-02,2,2008,23,"management area 23","SWVI",24,2,12,5,NA
"1751","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-02,2,2008,24,"management area 24","SWVI",24,0,0,0,NA
"1752","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-02,2,2008,25,"management area 25","NWVI",24,0,0,0,NA
"1753","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-02,2,2008,26,"management area 26","NWVI",24,0,0,0,NA
"1754","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-02,2,2008,27,"management area 27","NWVI",24,0,0,0,NA
"1755","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-02,2,2008,123,"management area 123","SWVI",24,1,25,4,NA
"1756","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-02,2,2008,124,"management area 124","SWVI",24,0,0,0,NA
"1757","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-02,2,2008,125,"management area 125","NWVI",24,0,0,0,NA
"1758","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-02,2,2008,126,"management area 126","NWVI",24,3,16,0,NA
"1759","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 01/5",2008-02-02,2,2008,127,"management area 127","NWVI",24,0,0,0,NA
"1760","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-03,2,2008,23,"management area 23","SWVI",24,2,15,11,NA
"1761","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-03,2,2008,24,"management area 24","SWVI",24,1,19,1,NA
"1762","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-03,2,2008,25,"management area 25","NWVI",24,0,0,0,NA
"1763","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-03,2,2008,26,"management area 26","NWVI",24,0,0,0,NA
"1764","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-03,2,2008,27,"management area 27","NWVI",24,0,0,0,NA
"1765","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-03,2,2008,123,"management area 123","SWVI",24,2,30,3,NA
"1766","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-03,2,2008,124,"management area 124","SWVI",24,1,1,2,NA
"1767","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-03,2,2008,125,"management area 125","NWVI",24,2,10,3,NA
"1768","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-03,2,2008,126,"management area 126","NWVI",24,6,72,7,NA
"1769","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-03,2,2008,127,"management area 127","NWVI",24,0,0,0,NA
"1770","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-04,2,2008,23,"management area 23","SWVI",24,3,9,4,NA
"1771","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-04,2,2008,24,"management area 24","SWVI",24,0,0,0,NA
"1772","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-04,2,2008,25,"management area 25","NWVI",24,0,0,0,NA
"1773","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-04,2,2008,26,"management area 26","NWVI",24,0,0,0,NA
"1774","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-04,2,2008,27,"management area 27","NWVI",24,0,0,0,NA
"1775","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-04,2,2008,123,"management area 123","SWVI",24,2,33,6,NA
"1776","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-04,2,2008,124,"management area 124","SWVI",24,2,56,1,NA
"1777","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-04,2,2008,125,"management area 125","NWVI",24,1,3,0,NA
"1778","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-04,2,2008,126,"management area 126","NWVI",24,8,68,5,NA
"1779","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-04,2,2008,127,"management area 127","NWVI",24,0,0,0,NA
"1780","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-05,2,2008,23,"management area 23","SWVI",24,0,0,0,NA
"1781","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-05,2,2008,24,"management area 24","SWVI",24,0,0,0,NA
"1782","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-05,2,2008,25,"management area 25","NWVI",24,0,0,0,NA
"1783","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-05,2,2008,26,"management area 26","NWVI",24,0,0,0,NA
"1784","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-05,2,2008,27,"management area 27","NWVI",24,0,0,0,NA
"1785","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-05,2,2008,123,"management area 123","SWVI",24,0,0,0,NA
"1786","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-05,2,2008,124,"management area 124","SWVI",24,0,0,0,NA
"1787","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-05,2,2008,125,"management area 125","NWVI",24,0,0,0,NA
"1788","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-05,2,2008,126,"management area 126","NWVI",24,1,4,0,NA
"1789","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-05,2,2008,127,"management area 127","NWVI",24,0,0,0,NA
"1790","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-06,2,2008,23,"management area 23","SWVI",24,0,0,0,NA
"1791","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-06,2,2008,24,"management area 24","SWVI",24,0,0,0,NA
"1792","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-06,2,2008,25,"management area 25","NWVI",24,0,0,0,NA
"1793","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-06,2,2008,26,"management area 26","NWVI",24,0,0,0,NA
"1794","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-06,2,2008,27,"management area 27","NWVI",24,0,0,0,NA
"1795","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-06,2,2008,123,"management area 123","SWVI",24,1,2,4,NA
"1796","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-06,2,2008,124,"management area 124","SWVI",24,0,0,0,NA
"1797","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-06,2,2008,125,"management area 125","NWVI",24,0,0,0,NA
"1798","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-06,2,2008,126,"management area 126","NWVI",24,4,10,0,NA
"1799","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Feb. 1 - 29","YES"," 02/1",2008-02-06,2,2008,127,"management area 127","NWVI",24,0,0,0,NA
