record_code,format_version,submission_date,reporting_agency,sampling_agency,recovery_id,species,run_year,recovery_date,recovery_date_type,period_type,period,fishery,gear,adclip_selective_fishery,estimation_level,recovery_location_code,sampling_site,recorded_mark,sex,weight,weight_code,weight_type,length,length_code,length_type,detection_method,tag_status,tag_code,tag_type,sequential_number,sequential_column_number,sequential_row_number,catch_sample_id,sample_type,sampled_maturity,sampled_run,sampled_length_range,sampled_sex,sampled_mark,estimated_number
"R","4.1","20180108","CDFO","CDFO","C706186","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,"695","0","1","E","1","610175","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C706187","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","5000",,,,,"744","0","1","E","1","632886","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569400","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","094450","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569401","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","094450","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569402","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633469","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569403","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633164","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569404","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633284","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569405","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633595","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569406","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633596","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569407","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633365","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569408","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633168","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569409","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633592","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569410","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633592","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569411","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","612507","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569413","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633597","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569414","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633595","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569415","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633595","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569416","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633592","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569417","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633378","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569418","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","109477","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569419","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","610176","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569428","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","185810","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569429","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633596","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569420","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633469","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569421","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633473","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569422","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633592","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569423","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","633888","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C569425","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","109477","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C569426","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","633879","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C569427","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","633389","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C571443","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","633365","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C569666","1","2009","20090613","C","7","24","10","33","N","3","2MS02M114       748","8","5000",,,,,"630","0","1","E","1","633391","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569668","1","2009","20090613","C","7","24","10","33","N","3","2MS02M114       748","8","5000",,,,,"706","0","1","E","1","094526","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569669","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       000","8","5000",,,,,"810","0","1","E","1","633583","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569670","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"675","0","1","E","1","633598","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569671","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"532","0","1","E","1","633485","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569672","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","0000",,,,,"548","0","1","E","1","612516","13",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569673","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"555","0","1","E","1","094643","13",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569674","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"540","0","1","E","1","634184","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569675","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","0000",,,,,"718","0","1","E","1","612709","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569676","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","0000",,,,,"802","0","1","E","1","632799","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569677","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","0000",,,,,"760","0","1","E","1","612509","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569678","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"700","0","1","E","1","070153","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569679","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","0000",,,,,"731","0","1","E","1","210681","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569680","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"555","0","1","E","1","633964","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569681","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"640","0","1","E","1","185238","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569682","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"742","0","1","E","1","633385","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569683","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"558","0","1","E","1","633887","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569684","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","0000",,,,,"560","0","1","E","1","612514","13",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569685","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"726","0","1","E","1","094451","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569686","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"620","0","1","E","1","633889","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569687","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"572","0","1","E","1","094526","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569688","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"645","0","1","E","1","185710","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569689","1","2009","20090613","C","7","24","10","33","N","3","2MS02H024       749","8","5000",,,,,"860","0","1","E","1","092031","0",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569690","1","2009","20090613","C","7","24","10","33","N","3","2MS02M114       746","8","5000",,,,,"685","0","1","E","1","633886","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569691","1","2009","20090613","C","7","24","10","33","N","3","2MS02M114       746","8","5000",,,,,"545","0","1","E","1","612512","13",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569692","1","2009","20090613","C","7","24","10","33","N","3","2MS02M114       746","8","0000",,,,,"854","0","1","E","1","210684","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569693","1","2009","20090613","C","7","24","10","33","N","3","2MS02M114       746","8","5000",,,,,"758","0","1","E","1","632883","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569694","1","2009","20090613","C","7","24","10","33","N","3","2MS02M114       746","8","5000",,,,,"845","0","1","E","1","633598","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569695","1","2009","20090613","C","7","24","10","33","N","3","2MS02M114       746","8","0000",,,,,"695","0","1","E","1","052875","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569696","1","2009","20090613","C","7","24","10","33","N","3","2MS02M114       746","8","5000",,,,,"570","0","1","E","1","633895","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C569697","1","2009","20090613","C","7","24","10","33","N","3","2MS02M114       746","8","5000",,,,,"662","0","1","E","1","053887","12",,,,"00021124","1",,,,,,"3.22"
"R","4.1","20180108","CDFO","CDFO","C684119","1","2009","20090307","C","7","10","10","33","N","3","2MS01M120       759","27","5000",,"4.1","2","1","700","0","1","E","1","210677","12",,,,"00011110","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684120","1","2009","20090307","C","7","10","10","33","N","3","2MS01M120       759","27","5000",,"3.6","2","1","680","0","1","E","1","633172","12",,,,"00011110","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684121","1","2009","20090307","C","7","10","10","33","N","3","2MS01M120       759","27","5000",,"3.6","2","1","680","0","1","E","1","633582","12",,,,"00011110","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684122","1","2009","20090314","C","7","11","10","33","N","3","2MS01M120       759","27","5000",,"3.2","2","1","650","0","1","E","1","633380","12",,,,"00011111","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684123","1","2009","20090314","C","7","11","10","33","N","3","2MS01M120       759","27","5000",,"2.7","2","1","660","0","1","E","1","610174","12",,,,"00011111","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684124","1","2009","20090314","C","7","11","10","33","N","3","2MS01M120       759","27","5000",,"3.4","2","1","690","0","1","E","1","633592","12",,,,"00011111","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684125","1","2009","20090314","C","7","11","10","33","N","3","2MS01M120       759","27","5000",,"2.9","2","1","680","0","1","E","1","633366","12",,,,"00011111","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684126","1","2009","20090314","C","7","11","10","33","N","3","2MS01M120       759","27","0000",,"4.9","2","1","740","0","1","E","1","633299","12",,,,"00011111","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684127","1","2009","20090314","C","7","11","10","33","N","3","2MS01M120       759","27","5000",,"3.4","2","1","710","0","1","E","1","633285","12",,,,"00011111","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684128","1","2009","20090314","C","7","11","10","33","N","3","2MS01M120       759","27","0000",,"5.4","2","1","750","0","1","E","1","633171","12",,,,"00011111","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684129","1","2009","20090314","C","7","11","10","33","N","3","2MS01M120       759","27","5000",,"5.4","2","1","790","0","1","E","1","632864","12",,,,"00011111","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684130","1","2009","20090314","C","7","11","10","33","N","3","2MS01M120       759","27","5000",,"3.4","2","1","680","0","1","E","1","633298","12",,,,"00011111","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684131","1","2009","20090314","C","7","11","10","33","N","3","2MS01M120       759","27","0000",,"4.7","2","1","710","0","1","E","1","633171","12",,,,"00011111","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684132","1","2009","20090314","C","7","11","10","33","N","3","2MS01M120       759","27","5000",,"4.5","2","1","770","0","1","E","1","633173","12",,,,"00011111","1",,,,,,"3.06"
"R","4.1","20180108","CDFO","CDFO","C684133","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633592","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684134","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633169","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684135","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633168","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684136","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","108977","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684137","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633094","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684138","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633382","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684139","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633365","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684140","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633094","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684141","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633171","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684142","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633371","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684143","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633169","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684144","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633595","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684145","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","632883","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684146","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633169","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684147","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633168","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684148","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633168","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684149","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633168","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684150","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633298","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684152","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","633171","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C684153","1","2009","20090228","C","7","09","10","31","N","3","2MS01M120       759","6","9009",,,,,,,,"E","1","632799","12",,,,,"5",,,,,,
"R","4.1","20180108","CDFO","CDFO","C571444","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","633298","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571445","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","094548","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571446","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","633598","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571447","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","633285","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571448","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","633986","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571449","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","633372","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571450","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","633584","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571451","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","612698","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571452","1","2009","20090516","C","7","20","10","33","N","3","2MS02M114       746","8","0000",,,,,,,,"E","1","633297","12",,,,"00021120","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571701","1","2009","20090523","C","7","21","10","33","N","3","2MS02M114       746","8","0000",,,,,"550","0","1","E","1","210722","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571702","1","2009","20090523","C","7","21","10","33","N","3","2MS02M114       746","8","0000",,,,,"660","0","1","E","1","210737","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571703","1","2009","20090523","C","7","21","10","33","N","3","2MS02M114       746","8","5000",,,,,"772","0","1","E","1","633298","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571705","1","2009","20090523","C","7","21","10","33","N","3","2MS02M114       746","8","5000",,,,,"644","0","1","E","1","633389","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571706","1","2009","20090523","C","7","21","10","33","N","3","2MS02M114       746","8","5000",,,,,"742","0","1","E","1","633596","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571707","1","2009","20090523","C","7","21","10","33","N","3","2MS02M114       746","8","5000",,,,,"670","0","1","E","1","633582","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571708","1","2009","20090523","C","7","21","10","33","N","3","2MS02M114       746","8","5000",,,,,"638","0","1","E","1","633386","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571709","1","2009","20090523","C","7","21","10","33","N","3","2MS02M114       746","8","0000",,,,,"636","0","1","E","1","633597","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571710","1","2009","20090523","C","7","21","10","33","N","3","2MS02M114       746","8","5000",,,,,"648","0","1","E","1","094433","13",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571711","1","2009","20090523","C","7","21","10","33","N","3","2MS02M114       746","8","0000",,,,,"715","0","1","E","1","633368","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571712","1","2009","20090523","C","7","21","10","33","N","3","2MS02M114       746","8","5000",,,,,"765","0","1","E","1","632885","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571714","1","2009","20090523","C","7","21","10","33","N","3","2MS02M114       746","8","9009",,,,,,,,"E","1","633976","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571716","1","2009","20090523","C","7","21","10","33","N","3","2MS02H023       741","8","5000",,,,,"575","0","1","E","1","094611","13",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571717","1","2009","20090523","C","7","21","10","33","N","3","2MS02H023       741","8","5000",,,,,"674","0","1","E","1","633596","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571718","1","2009","20090523","C","7","21","10","33","N","3","2MS02H023       741","8","5000",,,,,"638","0","1","E","1","633592","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571719","1","2009","20090523","C","7","21","10","33","N","3","2MS02H023       741","8","5000",,,,,"780","0","1","E","1","633299","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571720","1","2009","20090523","C","7","21","10","33","N","3","2MS02H023       741","8","5000",,,,,"610","0","1","E","1","633875","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571721","1","2009","20090523","C","7","21","10","33","N","3","2MS02H023       741","8","0000",,,,,"720","0","1","E","1","633368","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571722","1","2009","20090523","C","7","21","10","33","N","3","2MS02H023       741","8","5000",,,,,"724","0","1","E","1","633285","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571723","1","2009","20090523","C","7","21","10","33","N","3","2MS02H023       741","8","5000",,,,,"710","0","1","E","1","109577","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C571724","1","2009","20090523","C","7","21","10","33","N","3","2MS02H023       741","8","5000",,,,,"620","0","1","E","1","633389","12",,,,"00021121","1",,,,,,"5.31"
"R","4.1","20180108","CDFO","CDFO","C706100","1","2009","20090425","C","7","17","10","33","N","3","2MS01M120       757","7","5000",,,,,,,,"E","1","633168","12",,,,"00011117","1",,,,,,"2.61"
"R","4.1","20180108","CDFO","CDFO","C706101","1","2009","20090425","C","7","17","10","33","N","3","2MS01M120       757","7","5000",,,,,,,,"E","1","633387","12",,,,"00011117","1",,,,,,"2.61"
"R","4.1","20180108","CDFO","CDFO","C684154","1","2009","20090425","C","7","17","10","33","N","3","2MS01M120       759","27","5000",,,,,"670","0","1","E","1","633579","12",,,,"00011117","1",,,,,,"2.61"
"R","4.1","20180108","CDFO","CDFO","C684155","1","2009","20090425","C","7","17","10","33","N","3","2MS01M120       759","27","5000",,,,,"660","0","1","E","1","633592","12",,,,"00011117","1",,,,,,"2.61"
"R","4.1","20180108","CDFO","CDFO","C684156","1","2009","20090425","C","7","17","10","33","N","3","2MS01M120       759","27","5000",,,,,"720","0","1","E","1","185031","12",,,,"00011117","1",,,,,,"2.61"
"R","4.1","20180108","CDFO","CDFO","C684157","1","2009","20090425","C","7","17","10","33","N","3","2MS01M120       759","27","5000",,,,,"790","0","1","E","1","632987","12",,,,"00011117","1",,,,,,"2.61"
"R","4.1","20180108","CDFO","CDFO","C684158","1","2009","20090425","C","7","17","10","33","N","3","2MS01M120       759","27","5000",,,,,"760","0","1","E","1","210571","12",,,,"00011117","1",,,,,,"2.61"
"R","4.1","20180108","CDFO","CDFO","C684159","1","2009","20090425","C","7","17","10","33","N","3","2MS01M120       759","27","5000",,,,,"790","0","1","E","1","633094","12",,,,"00011117","1",,,,,,"2.61"
"R","4.1","20180108","CDFO","CDFO","C684160","1","2009","20090425","C","7","17","10","33","N","3","2MS01M120       759","27","5000",,,,,"750","0","1","E","1","210677","12",,,,"00011117","1",,,,,,"2.61"
"R","4.1","20180108","CDFO","CDFO","C684161","1","2009","20090425","C","7","17","10","33","N","3","2MS01M120       759","27","0000",,,,,"700","0","1","E","1","054335","12",,,,"00011117","1",,,,,,"2.61"
