ID_NUM,DATE_TIME_ISO8601,GEAR,PURPOSE,LOCATION,AREA,TIME_PER,LATITUDE,LONGITUDE,S_SOCKEYE1,S_SOCKEYE2,S_SOCKEYE3,S_SOCKEYE4,S_SOCKEYE5,S_SOCKEYE6,S_CHINOOK1,S_CHINOOK2,S_CHINOOK3,S_CHINOOK4,S_CHINOOK5,S_CHINOOK6,S_COHO1,S_COHO2,S_COHO3,S_COHO4,S_COHO5,S_COHO6,S_CHUM1,S_CHUM2,S_CHUM3,S_CHUM4,S_CHUM5,S_CHUM6,S_PINK1,S_PINK2,S_PINK3,S_PINK4,S_PINK5,S_PINK6,S_STEELHD1,S_STEELHD2,S_STEELHD3,S_STEELHD4,S_STEELHD5,S_STEELHD6,S_CUTTHRT1,S_CUTTHRT2,S_CUTTHRT3,S_CUTTHRT4,S_CUTTHRT5,S_CUTTHRT6,J_CHINOOK1,J_CHINOOK2,J_CHINOOK3,J_COHO1,J_COHO2,J_COHO3,J_STEELHD1,J_STEELHD2,J_STEELHD3,J_CUTTHRT1,J_CUTTHRT2,J_CUTTHRT3,A_SOCKEYE1,A_SOCKEYE2,A_SOCKEYE3,A_CHINOOK1,A_CHINOOK2,A_CHINOOK3,A_COHO1,A_COHO2,A_COHO3,A_CHUM1,A_CHUM2,A_CHUM3,A_PINK1,A_PINK2,A_PINK3,A_STEELHD1,A_STEELHD2,A_STEELHD3,DOGFISH1,DOGFISH2,HAKE1,HAKE2,POLLOCK1,POLLOCK2,CHUB_MACK1,CHUB_MACK2,BLACK_RF1,BLACK_RF2,ROCKFISH1,ROCKFISH2,MIDSHIPMN1,MIDSHIPMN2,SCULPIN1,SCULPIN2,SABLEFISH1,SABLEFISH2,LINGCOD1,LINGCOD2,GREENLING1,GREENLING2,STICKLEBK1,STICKLEBK2,HERRING1,HERRING2,ANCHOVY1,ANCHOVY2,AM_SHAD1,AM_SHAD2,SMELT1,SMELT2,GUNNEL1,GUNNEL2,FLATFISH1,FLATFISH2,SHINER_P1,SHINER_P2,PILE_PERC1,PILE_PERC2,S_SEAPERC1,S_SEAPERC2,BAY_PIPE1,BAY_PIPE2,OTHER,OTHER2,COMMENTS
87-396,1987-07-22T11:30-07:00,PURSE SEINE (TAHLOK),ROUTINE,LYALL POINT,4,7,48.9708,-125.3277,0,0,0,0,0,0,14,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WOLF-EEL 1//0,0,"PURSE SEINE, CIRCLE SET."
87-397,1987-07-22T11:35-07:00,PURSE SEINE (TAHLOK),ROUTINE,CAPSTAN ISLAND,4,7,48.9463,-125.2907,0,0,0,0,0,0,61,61,61,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"PURSE SEINE, CIRCLE SET."
87-398,1987-07-22T13:30-07:00,PURSE SEINE (TAHLOK),ROUTINE,PRIDEAUX ISLAND,4,7,48.9438,-125.2748,0,0,0,0,0,0,82,82,82,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"PURSE SEINE, CIRCLE SET."
87-399,1987-07-22T14:45-07:00,PURSE SEINE (TAHLOK),ROUTINE,CANOE ISLAND,4,7,48.9545,-125.2650,0,0,0,0,0,0,54,54,54,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"PURSE SEINE, TOWED OPEN 5 MIN."
87-400,1987-07-22T17:30-07:00,ANGLING,ROUTINE,SW SAIL ROCK,4,7,48.8750,-125.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
87-401,1987-07-22T18:00-07:00,PURSE SEINE (TAHLOK),ROUTINE,SE MARA ROCK,4,7,48.8565,-125.4547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"PURSE SEINE, CIRCLE SET."
87-402,1987-07-22T19:00-07:00,ANGLING,ROUTINE,SW WOUWER ISLAND,4,7,48.8667,-125.3917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,ROCKFISH OBSERVED IN A FEEDING FRENZY AT SURFACE. 1 ROCKFISH SP. WAS A COPPER ROCKFISH.
87-403,1987-07-22T19:25-07:00,ANGLING,ROUTINE,S BENSON ISLAND,4,7,48.8798,-125.3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
87-404,1987-07-22T10:10-07:00/1987-07-22T10:40-07:00,GILLNET,ROUTINE,E VERBEKE REEF,4,7,48.8767,-125.3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"GILLNET, 1.5""-1.0""-.75""-1.5""-1.0""-1.5""-.75""-1.5"". SOCKEYE CAUGHT IN 1.5"" MESH. (CAUGHT IN TEETH.)"
87-405,1987-07-22T10:25-07:00,ANGLING,ROUTINE,VERBEKE REEF,4,7,48.8783,-125.3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
87-406,1987-07-22T11:05-07:00/1987-07-22T11:35-07:00,GILLNET,ROUTINE,HANKIN/LOVETT ISLAND,4,7,48.9133,-125.3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO CATCH 0//0,0,WATERHAUL
87-407,1987-07-22T11:20-07:00,ANGLING,ROUTINE,N LOVETT ISLAND,4,7,48.9100,-125.3717,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6 SMOLTS SEEN JUMPING. 1 ROCKFISH SP. WAS A COPPER ROCKFISH.
87-408,1987-07-22T11:47-07:00/1987-07-22T12:17-07:00,GILLNET,ROUTINE,N LOVETT ISLAND,4,7,48.9100,-125.3717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"GILLNET, 1.5""-1.0""-.75""-1.5""-1.0""-1.5""-.75""-1.5"". 2 MORE SMOLTS SEEN JUMPING."
87-409,1987-07-22T12:53-07:00/1987-07-22T13:23-07:00,GILLNET,ROUTINE,N HANKIN ISLAND,4,7,48.9233,-125.3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO CATCH 0//0,0,"GILLNET, WATERHAUL."
87-410,1987-07-22T15:00-07:00,ANGLING,ROUTINE,VERBEKE REEF,4,7,48.8783,-125.3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
87-411,1987-07-22T13:30-07:00,ANGLING,ROUTINE,DRUM ROCKS,4,7,48.8933,-125.3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
87-412,1987-07-23T04:50-07:00/1987-07-23T05:20-07:00,GILLNET,ROUTINE,FELICE CHANNEL,4,7,48.8905,-125.5185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
87-413,1987-07-23T04:55-07:00/1987-07-23T05:25-07:00,GILLNET,ROUTINE,FELICE CHANNEL,4,7,48.8905,-125.5185,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"GILLNET, 1.5""-1.0""-.75""-1.5""-1.0""-1.5""-.75""-1.5"". ADULT COHO ESCAPED."
87-414,1987-07-23T06:35-07:00,PURSE SEINE (TAHLOK),ROUTINE,AMPHITRITE POINT,4,7,48.9133,-125.5650,1,1,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"PURSE SEINE, CIRCLE SET."
87-415,1987-07-23T08:45-07:00,ANGLING,ROUTINE,ALLEY ROCK,4,7,48.8967,-125.4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
87-416,1987-07-23T11:00-07:00,ANGLING,ROUTINE,PIGOT ISLETS,4,7,48.8833,-125.3933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
87-417,1987-07-23T12:00-07:00,ANGLING,ROUTINE,DRUM ROCKS,4,7,48.8933,-125.3900,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
87-418,1987-07-24T04:40-07:00/1987-07-24T05:10-07:00,GILLNET,ROUTINE,MEARES BLUFF,3,7,48.8652,-125.2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"GILLNET, 1.5""-1.0""-.75""-1.5""-1.0""-1.5""-.75""-1.5""."
87-419,1987-07-24T04:40-07:00/1987-07-24T05:10-07:00,GILLNET,ROUTINE,MEARES BLUFF,3,7,48.8652,-125.2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"GILLNET, SQUID-3""-SQUID."
87-420,1987-07-24T09:40-07:00,PURSE SEINE (TAHLOK),ROUTINE,SE GREAT BEAR ROCK,4,7,48.8770,-125.4353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"PURSE SEINE, CIRCLE SET."
87-421,1987-07-24T11:00-07:00,ANGLING,ROUTINE,ALLEY ROCK,4,7,48.8967,-125.4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
87-422,1987-07-24T11:30-07:00,PURSE SEINE (TAHLOK),ROUTINE,FELICE CHANNEL,4,7,48.8978,-125.4877,4,4,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"PURSE SEINE, CIRCLE SET."
87-423,1987-07-24T12:10-07:00,PURSE SEINE (TAHLOK),ROUTINE,CHROW ISLAND,4,7,48.9110,-125.4752,0,0,0,0,0,0,89,89,89,2,5,0,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,0,"PURSE SEINE, CIRCLE SET. 82 CHINOOK FROZEN FOR SAMPLE."
87-424,1987-07-24T15:05-07:00,PURSE SEINE (TAHLOK),ROUTINE,FOLGER ISLAND,3,7,48.8430,-125.2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO CATCH 0//0,0,"PURSE SEINE, CIRCLE SET. WATERHAUL."
87-425,1987-07-24T14:35-07:00,ANGLING,ROUTINE,IMPERIAL EAGLE CHANNEL,3,7,48.8667,-125.2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,BITE MARK ON SIDE.
87-426,1987-07-24T08:18-07:00/1987-07-24T08:22-07:00,GILLNET,ROUTINE,CLARKE ISLAND,4,7,48.8867,-125.3717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"GILLNET, 1.5""-.75"". ANCHOVY CAUGHT IN 1.5""."
87-427,1987-07-24T16:45-07:00,ANGLING,ROUTINE,ROSS ISLETS,2,7,48.8667,-125.1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,BUCKTAIL OFF NITINAT QUEEN.
87-428,1987-07-28T17:23-07:00,PURSE SEINE (TAHLOK),ROUTINE,OFF BAMFIELD INLET,2,7,48.8425,-125.1403,0,0,0,0,0,0,35,35,35,3,5,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"PURSE SEINE, CIRCLE SET. "
87-429,1987-07-28T18:35-07:00,PURSE SEINE (TAHLOK),ROUTINE,SE KING EDWARD IS.,2,7,48.8302,-125.2222,1,1,1,0,0,0,2,2,2,1,0,0,1,1,1,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"PURSE SEINE, CLOSED SET."
87-430,1987-07-28T19:05-07:00,PURSE SEINE (TAHLOK),ROUTINE,LAWTON POINT/CAPE BEALE,2,7,48.8038,-125.2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO CATCH 0//0,0,"PURSE SEINE,CLOSED SET. WATERHAUL. 50 SURF SCOTERS SEEN."
87-431,1987-07-29T04:45-07:00/1987-07-29T05:15-07:00,GILLNET,ROUTINE,BORDELAIS ISLETS,2,8,48.8130,-125.2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
87-432,1987-07-29T04:45-07:00/1987-07-29T05:15-07:00,GILLNET,ROUTINE,BORDELAIS ISLETS,2,8,48.8130,-125.2323,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"GILLNET, 1.5""-1.0""-.75""-1.5""-1.0""-1.5""-.75""-1.5"". "
87-433,1987-07-29T06:25-07:00,PURSE SEINE (TAHLOK),ROUTINE,OFF BAMFIELD INLET,2,8,48.8440,-125.1410,0,0,0,0,0,0,95,95,95,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"PURSE SEINE, CIRCLE SET."
87-434,1987-07-29T06:45-07:00,ANGLING,ROUTINE,OFF BAMFIELD INLET,2,8,48.8440,-125.1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,IT APPEARED THAT A LARGE NUMBER OF THESE FISH WERE FEEDING UPON SCHOOLS OF HERRING APPROXIMATELY 50-100 YDS. FURTHER IN THE HARBOUR FROM WHERE THE SEINE SET OCCURRED. SMOLTS WERE SPOTTED WITHIN THE HERRING.
