record_code,format_version,submission_date,reporting_agency,location_code,location_type,name,latitude,longitude,psc_basin,psc_region,epa_reach,description,rmis_region,rmis_basin,rmis_latitude,rmis_longitude,record_origin
"L","4.1","20200203","CDFO","2MS27P127BROO BY","1","WSPT  BROO BY (P127)","50.2444","-127.8786",,,,"WSPT            STAT AREA: P127 BROOKS BAY          P127","WCVI","NWVI","50.25","-127.8333","N"
"L","4.1","20200203","CDFO","2MS27H025TWFIVEI","1","WSPT  TWFIVEI [H025]",,,,,,"WSPT            STAT AREA: H025 UNKNOWN PFMA 25     H025","WCVI","NWVI","49.86","-126.67","N"
"L","4.1","20200203","CDFO","2FS99GSVIR0126","1","R-NANAIMO R",,,,,,"CDN ESCMENT     NANAIMO R            GSVI","GST","GSVI","49.0739","-123.8742","N"
"L","4.1","20200203","CDFO","2MS23P017TELE HA 06","1","GSPTS TELE HA (17-6)","48.9697","-123.6658",,,,"GSPTS           STAT AREA: P017 TELEGRAPH HARBOUR   P017","GST","GSVI","48.9667","-123.6667","N"
"L","4.1","20200203","CDFO","2MS62P015VANANDA 01","1","GSSPTCVANANDA (15-1)","49.7597","-124.5539",,,,"GSSPTC          STAT AREA: P015 VANANDA             P015","GST","GSMS","49.7667","-124.55","N"
"L","4.1","20200203","CDFO","2FS99JNSTR1654","1","R-GLENLION R",,,,,,"CDN ESCMENT     GLENLION R           JNST","JNST","JSVI","50.711","-127.486","N"
"L","4.1","20200203","CDFO","2MS23P017PROT IS 13","1","GSPTS PROT IS (17-13)","49.1789","-123.92",,,,"GSPTS           STAT AREA: P017 PROTECTION ISLAND   P017","GST","GSVI","49.1833","-123.9167","N"
"L","4.1","20200203","CDFO","2MN26P012CHAT CH 26","1","CSPT  CHAT CH (12-26)","50.6019","-126.2756",,,,"CSPT            STAT AREA: P012 CHATHAM CHANNEL     P012","JNST","JSM","50.6019","-126.2756","N"
"L","4.1","20200203","CDFO","2MS23P018SATU IS 05","1","GSPTS SATU IS (18-5)","48.7842","-123.1481",,,,"GSPTS           STAT AREA: P018 SATURNA ISLAND      P018","GST","GSVI","48.7667","-123.2167","N"
"L","4.1","20200203","CDFO","2MS01H026       802","1","NWTR         H026-802",,,,,,"NWTR            PFMA 26 UNKNOWN PFMA SUBS (INSIDE SURFLINE)","WCVI","NWVI","50.04","-127.46","N"
"L","4.1","20200203","CDFO","2MS22P013A-13 BB 01","1","GSPTN A-13 BB (13-1)","49.995","-125.1853",,,,"GSPTN           STAT AREA: P013 AREA 13 BELL BUOY   P013","GST","GSTG","49.9833","-125.1333","N"
"L","4.1","20200203","CDFO","2MS22P013HLMC IS 32","1","GSPTN HLMC IS (13-32)","50.4","-125.875",,,,"GSPTN           STAT AREA: P013 HELMCKEN ISLAND     P013","JNST","JNSTG","50.4","-125.875","N"
"L","4.1","20200203","CDFO","2MS28M23ABOY SCO 01","1","ACSPT BOY SCO (23-1)","49.1167","-124.4833",,,,"ACSPT           STAT AREA: M23A BOY SCOUT CAMP      M23A","WCVI","SWVI","49.1167","-124.4833","N"
"L","4.1","20200203","CDFO","2FS77M291ANNA IS 13","1","FRFNSSANNA IS [29-13]","49.1667","-122.95",,,,"FRFNSS          STAT AREA: M291 FRASER:ANNACIS ISLANM291","GST","GSMS","49.1667","-122.95","N"
"L","4.1","20200203","CDFO","2MS22P016BILL BY 17","1","GSPTN BILL BY (16-17)","49.6319","-124.0525",,,,"GSPTN           STAT AREA: P016 BILL BAY            P016","GST","GSMS","49.6333","-124.0667","N"
"L","4.1","20200203","CDFO","2MS22P016MARS PT 22","1","GSPTN MARS PT (16-22)","49.7817","-124.6375",,,,"GSPTN           STAT AREA: P016 MARSHALL POINT      P016","GST","GSMS","49.7817","-124.6375","N"
"L","4.1","20200203","CDFO","2MS62P014TRIB BY 07","1","GSSPTCTRIB BY (14-7)","49.5164","-124.6272",,,,"GSSPTC          STAT AREA: P014 TRIBUNE BAY         P014","GST","GSVI","49.5","-124.6167","N"
"L","4.1","20200203","CDFO","2MS62P016SECH IN 06","1","GSSPTCSECH IN (16-6)","49.6294","-123.7628",,,,"GSSPTC          STAT AREA: P016 SECHELT INLET       P016","GST","GSMS","49.6294","-123.7628","N"
"L","4.1","20200203","CDFO","2MS22P014NWES BY 01","1","GSPTN NWES BY (14-1)","49.3058","-124.2167",,,,"GSPTN           STAT AREA: P014 NORTHWEST BAY       P014","GST","GSVI","49.3058","-124.2167","N"
"L","4.1","20180206","CDFO","2MN26H011NAHW BA 01","1","CSPT  NAHW BA [11-1]","50.8958","-127.9875",,,,"CSPT            STAT AREA: H011 NAHWITTI BAR        H011","JNST","JNSTG","50.8958","-127.9875","N"
"L","4.1","20200203","CDFO","2MS22P016MRTI IS 17","1","GSPTN MRTI IS (16-17)","49.625","-124.0708",,,,"GSPTN           STAT AREA: P016 MARTIN ISLAND       P016","GST","GSMS","49.6333","-124.0667","N"
"L","4.1","20200203","CDFO","2M BMP123","1","BC MARINE    P123",,,,,,"BC MARINE       PFMA 123 - Open water southwest of Ucluelet","WCVI","SWVI","48.4","-126.1","N"
"L","4.1","20200203","CDFO","2MS63M23B       000","1","SWVN(EX23A)  M23B-000",,,,,,"SWVN(EX23A)     PMFA 23 - Barkley Sound Portion","WCVI","SWVI","48.849967","-125.383608","N"
"L","4.1","20200203","CDFO","2MS22P016MARY IT 17","1","GSPTN MARY IT (16-17)","49.6264","-124.0342",,,,"GSPTN           STAT AREA: P016 MARY ISLET          P016","GST","GSMS","49.6264","-124.0342","N"
"L","4.1","20200203","CDFO","2MS23P017RAGG IT 04","1","GSPTS RAGG IT (17-4)","49.0264","-123.6961",,,,"GSPTS           STAT AREA: P017 RAGGED ISLETS       P017","GST","GSVI","49.0333","-123.7","N"
"L","4.1","20200203","CDFO","2MS62P016FEAR PT 17","1","GSSPTCFEAR PT (16-17)","49.6456","-124.0942",,,,"GSSPTC          STAT AREA: P016 FEARNEY POINT       P016","GST","GSMS","49.6456","-124.0942","N"
"L","4.1","20200203","CDFO","2MN26P012DOYL IS 16","1","CSPT  DOYL IS (12-16)","50.8097","-127.4717",,,,"CSPT            STAT AREA: P012 DOYLE ISLAND        P012","JNST","JSVI","50.8097","-127.4717","N"
"L","4.1","20200203","CDFO","2MS02M114       354","1","SWTR         M114-354",,,,,,"SWTR            PFMAS 23, 123, 24, 124 - MRP SUBS 59, 61","WCVI","SWVI","48.65","-126.07","N"
"L","4.1","20200203","CDFO","2MS20H027       000","1","NWVN         H027-000",,,,,,"NWVN            PFMA 27, 127 (STAT AREA 27)","WCVI","NWVI","50.36","-128.2","N"
"L","4.1","20180206","CDFO","2F 29FWLFCRES IS 16","1","FWSPT CRES IS [29-16]","49.1669","-122.4375",,,,"FWSPT           STAT AREA: FWLF CRESCENT ISLAND BARSFWLF","GST","GSMS","49.1667","-122.4333","N"
"L","4.1","20200203","CDFO","2MS27P025STRA IS 04","1","WSPT  STRA IS (25-4)","49.6978","-126.6111",,,,"WSPT            STAT AREA: P025 STRANGE ISLAND      P025","WCVI","NWVI","49.7","-126.6167","N"
"L","4.1","20200203","CDFO","2MS22P016HARW PT 21","1","GSPTN HARW PT (16-21)","49.6536","-124.4678",,,,"GSPTN           STAT AREA: P016 HARWOOD POINT       P016","GST","GSMS","49.6536","-124.4678","N"
"L","4.1","20200203","CDFO","2FS99GSVIH0105","1","H-PUNTLEDGE R",,,,,,"CDN ESCMENT     PUNTLEDGE R          GSVI","GST","GSVI","49.687","-125.039","N"
"L","4.1","20200203","CDFO","2MS23P017CLAR RK 12","1","GSPTS CLAR RK (17-12)","49.2167","-123.9333",,,,"GSPTS           STAT AREA: P017 CLARKE ROCK         P017","GST","GSVI","49.2167","-123.9333","N"
"L","4.1","20200203","CDFO","2MS27P027HOLBERG 11","1","WSPT  HOLBERG (27-11)","50.6567","-128.0114",,,,"WSPT            STAT AREA: P027 HOLBERG             P027","WCVI","NWVI","50.65","-128","N"
"L","4.1","20200203","CDFO","2MS62P016HOTH SD 12","1","GSSPTCHOTH SD (16-12)","49.8681","-124.0397",,,,"GSSPTC          STAT AREA: P016 HOTHAM SOUND        P016","GST","GSMS","49.8681","-124.0397","N"
"L","4.1","20200203","CDFO","2MS61P013BAKE PS","1","JSSSPTBAKE PS (P013)","50.0111","-124.9442",,,,"JSSSPT          STAT AREA: P013 BAKER PASSAGE       P013","GST","GSMN","50.0111","-124.9442","N"
"L","4.1","20200203","CDFO","2MSTSH024       000","1","TAAQS        H024-000",,,,,,"TAAQS           PFMA 24, 124 (STAT AREA 24)","WCVI","SWVI","49.16","-126.12","N"
"L","4.1","20200203","CDFO","2MS22P015CORT IS","1","GSPTN CORT IS (P015)","50.1194","-124.9208",,,,"GSPTN           STAT AREA: P015 CORTES ISLAND       P015","JNST","JSM","50.1194","-124.9208","N"
"L","4.1","20200203","CDFO","2MS23P018MONA HD 05","1","GSPTS MONA HD (18-5)","48.7644","-123.0936",,,,"GSPTS           STAT AREA: P018 MONARCH HEAD        P018","GST","GSVI","48.7667","-123.0833","N"
"L","4.1","20200203","CDFO","2MS22P016HULKS","1","GSPTN HULKS (P016)","49.8656","-124.558",,,,"GSPTN           STAT AREA: P016 HULKS               P016","GST","GSMN","49.8667","-124.5667","N"
"L","4.1","20200203","CDFO","2MS04M034       000","1","GSTR         M034-000",,,,,,"GSTR            PFMA 14, 15 (STAT AREAS 14, 15)","GST","GSTG","49.88","-124.82","N"
"L","4.1","20200203","CDFO","2MS11P012       128","1","JSN          P012-128",,,,,,"JSN             GORDON ISLAND GROUP","JNST","JSVI","50.8167","-127.4667","N"
"L","4.1","20200203","CDFO","2MS10P016       162","1","GSN          P016-162",,,,,,"GSN             JERVIS INLET (PFMA SUBS 16-11 to -15)","GST","GSMS","49.85","-123.9","N"
"L","4.1","20200203","CDFO","2MS22P016DING BY 17","1","GSPTN DING BY (16-17)","49.6322","-124.0489",,,,"GSPTN           STAT AREA: P016 DINGMAN BAY         P016","GST","GSMS","49.6333","-124.05","N"
"L","4.1","20200203","CDFO","2MS21H021       000","1","SWVN         H021-000",,,,,,"SWVN            PFMA 21, 121 (STAT AREA 21)","WCVI","SWVI","48.62","-124.94","N"
"L","4.1","20200203","CDFO","2MS22P016BJER SH 02","1","GSPTN BJER SH (16-2)","49.5667","-124.0333",,,,"GSPTN           STAT AREA: P016 BJERRE SHOAL        P016","GST","GSMS","49.5667","-124.0333","N"
"L","4.1","20200203","CDFO","2MS08P029       045","1","FGN          P029-045",,,,,,"FGN             NORTH MOUTH (PFMA SUB 29-10)","GST","GSTG","49.18","-123.3","N"
"L","4.1","20200203","CDFO","2MS27M23BGEOR FR","1","WSPT  GEOR FR (M23B)","48.9058","-125.5138",,,,"WSPT            STAT AREA: M23B GEORGE FRASER ISLANDM23B","WCVI","SWVI","48.9058","-125.5138","N"
"L","4.1","20200203","CDFO","2MN26P012HOPE PS 41","1","CSPT  HOPE PS (12-41)","50.9178","-126.8211",,,,"CSPT            STAT AREA: P012 HOPETOWN PASSAGE    P012","JNST","JSM","50.9167","-126.8333","N"
"L","4.1","20200616","WDFW","3M*       CANADAR18","1","BC-BARKLEY LANDED WA",,,"WCVIG","WCVI",,"BC - BARKLEY SOUND  WEST COAST VANCOUVER ISLAND TROLL (OLD CODE)","WCVI","WCVIG","48.9","-125.25","N"
"L","4.1","20200203","CDFO","2MN26P011MEXI PT 01","1","CSPT  MEXI PT (11-1)","50.9117","-127.9961",,,,"CSPT            STAT AREA: P011 MEXICANA POINT      P011","JNST","JNSTG","50.9117","-127.9961","N"
"L","4.1","20200203","CDFO","2MS22P015LUND    02","1","GSPTN LUND (15-2)","49.9806","-124.7651",,,,"GSPTN           STAT AREA: P015 LUND                P015","GST","GSMN","49.9806","-124.7651","N"
"L","4.1","20200203","CDFO","2MS24P020CHUR PT 05","1","JFSPT CHUR PT (20-5)","48.31","-123.5867",,,,"JFSPT           STAT AREA: P020 CHURCH POINT        P020","WCVI","SWVI","48.31","-123.5867","N"
"L","4.1","20200501","ODFW","5M*2215  O15    19","1","BC OFF VANCOUVER IS","48.6833","-124.875","WCVIG","WCVI",,"BC OFF VANCOUVER ISLAND","WCVI","WCVIG","48.6833","-124.875","N"
"L","4.1","20200203","CDFO","2MS24P020MUIR CR 05","1","JFSPT MUIR CR (20-5)","48.3808","-123.8656",,,,"JFSPT           STAT AREA: P020 MUIR CREEK          P020","WCVI","SWVI","48.3808","-123.8656","N"
"L","4.1","20200203","CDFO","2MS22P013NORT BF 06","1","GSPTN NORT BF (13-6)","50.1419","-125.3492",,,,"GSPTN           STAT AREA: P013 NORTH BLUFF         P013","JNST","JNSTG","50.1333","-125.35","N"
"L","4.1","20200203","CDFO","2MS22P016STEX IS 21","1","GSPTN STEX IS (16-21)","49.496","-124.1368",,,,"GSPTN           STAT AREA: P016 TEXADA ISLAND-SOUTH P016","GST","GSMS","49.4833","-124.1167","N"
"L","4.1","20200203","CDFO","2MS23P017TREE IS 04","1","GSPTS TREE IS (17-4)","49.0611","-123.6983",,,,"GSPTS           STAT AREA: P017 TREE ISLAND         P017","GST","GSVI","49.0667","-123.7167","N"
"L","4.1","20200203","CDFO","2MS11P012       579","1","JSN          P012-579",,,,,,"JSN             NIGEI ISLAND (PFMA SUBS 12-11, -12)","JNST","JSVI","50.92","-127.7","N"
"L","4.1","20200203","CDFO","2MS23P017RUXT IS 04","1","GSPTS RUXT IS (17-4)","49.0778","-123.7036",,,,"GSPTS           STAT AREA: P017 RUXTON ISLAND       P017","GST","GSVI","49.0833","-123.7333","N"
"L","4.1","20200203","CDFO","2MS27P125TATC PT","1","WSPT  TATC PT (P125)","49.8603","-127.1536",,,,"WSPT            STAT AREA: P125 TATCHU POINT        P125","WCVI","NWVI","49.85","-127.15","N"
"L","4.1","20200203","CDFO","2MS23P017SERA PT 09","1","GSPTS SERA PT (17-9)","48.8603","-123.6186",,,,"GSPTS           STAT AREA: P017 SHERARD POINT       P017","GST","GSVI","48.8667","-123.6167","N"
"L","4.1","20200203","CDFO","2MS23P028WHYTECL 02","1","GSPTS WHYTECL (28-2)","49.3667","-123.2833",,,,"GSPTS           STAT AREA: P028 WHYTECLIFF POINT    P028","GST","GSMS","49.3667","-123.2833","N"
"L","4.1","20200203","CDFO","2MS10P014       079","1","GSN          P014-079",,,,,,"GSN             DEEP BAY (PFMA SUBS 14-5, -8)","GST","GSVI","49.475","-124.7444","N"
"L","4.1","20200203","CDFO","2MS22P015WADD CH 05","1","GSPTN WADD CH (15-5)","50.21","-124.7814",,,,"GSPTN           STAT AREA: P015 WADDINGTON CHANNEL  P015","GST","GSMN","50.25","-124.8","N"
"L","4.1","20200203","CDFO","2MS61P013BIG BY  23","1","JSSSPTBIG BY (13-23)","50.3916","-125.1414",,,,"JSSSPT          STAT AREA: P013 BIG BAY             P013","JNST","JSM","50.3916","-125.1414","N"
"L","4.1","20200203","CDFO","2MS22P015BE G RT 01","1","GSPTN BE G RT (15-1)","49.8042","-124.5264",,,,"GSPTN           STAT AREA: P015 BEACH GARDENS RESORTP015","GST","GSMS","49.8","-124.5","N"
"L","4.1","20200203","CDFO","2MS24M19BHUGH PS 05","1","JFSPT HUGH PS (19-5)","48.5808","-123.2792",,,,"JFSPT           STAT AREA: M19B HUGHES PASSAGE      M19B","GST","GSVI","48.5833","-123.2833","N"
"L","4.1","20200203","CDFO","2MS22P013DOUG BY 38","1","GSPTN DOUG BY (13-38)","50.4825","-125.7547",,,,"GSPTN           STAT AREA: P013 DOUGLAS BAY         P013","JNST","JSM","50.4833","-125.75","N"
"L","4.1","20200203","CDFO","2MS23P017ENTR IS 12","1","GSPTS ENTR IS (17-12)","49.2089","-123.8094",,,,"GSPTS           STAT AREA: P017 ENTRANCE ISLAND     P017","GST","GSVI","49.2089","-123.8094","N"
"L","4.1","20200203","CDFO","2MS02H023       058","1","SWTR         H023-058",,,,,,"SWTR            OUTSIDE SURFLINE - LOUDOUN CHAN TO BOUNDARY OF PFMAS 23 AND 24 ( INCLUDES SOUTH BANK","WCVI","SWVI","48.84","-125.62","N"
"L","4.1","20180206","CDFO","2F 29FWLFFO LANG 15","1","FWSPT FO LANG [29-15]","49.1667","-122.8333",,,,"FWSPT           STAT AREA: FWLF FRASER:FORT LANGLEY FWLF","GST","GSMS","49.1667","-122.8333","N"
"L","4.1","20200203","CDFO","2MS01H025       756","1","NWTR         H025-756",,,,,,"NWTR            TROLL ZONE 24 (part of PFMA 125)","WCVI","WCVIG","49.8","-127.12","N"
"L","4.1","20200203","CDFO","2MN26P012SHUS BY","1","CSPT  SHUS BY (P012)","50.8533","-127.8642",,,,"CSPT            STAT AREA: P012 SHUSHARTIE BAY      P012","JNST","JSVI","50.85","-127.8667","N"
"L","4.1","20200203","CDFO","2MS22P013SMEL BY 15","1","GSPTN SMEL BY (13-15)","50.0369","-124.9958",,,,"GSPTN           STAT AREA: P013 SMELT BAY           P013","JNST","JSM","50.0333","-125","N"
"L","4.1","20200203","CDFO","2MS10P016       000","1","GSN          P016-000",,,,,,"GSN             PFMA 16 - Texada Island, Lasqueti Island, Jervis Inlet","GST","GSMS","49.62","-124.24","N"
"L","4.1","20200203","CDFO","2MS11P012       615","1","JSN          P012-615",,,,,,"JSN             BROUGHTON STRAIT","JNST","JSVI","50.6167","-127.05","N"
"L","4.1","20200203","CDFO","2MS22P016MACL BY 05","1","GSPTN MACL BY (16-5)","49.5124","-123.7596",,,,"GSPTN           STAT AREA: P016 MACLEAN BAY         P016","GST","GSMS","49.5167","-123.7667","N"
"L","4.1","20200203","CDFO","2MS27P024PLOV RF","1","WSPT  PLOV RF (P024)","49.1833","-126.0833",,,,"WSPT            STAT AREA: P024 PLOVER REEFS        P024","WCVI","SWVI","49.1833","-126.0833","N"
"L","4.1","20200203","CDFO","2MS62P016UPWO PT 02","1","GSSPTCUPWO PT (16-2)","49.4922","-124.1256",,,,"GSSPTC          STAT AREA: P016 UPWOOD POINT        P016","GST","GSMS","49.4833","-124.1167","N"
"L","4.1","20200203","CDFO","2MS23P028SEPT BE 02","1","GSPTS SEPT BE (28-2)","49.37","-123.3322",,,,"GSPTS           STAT AREA: P028 SEPTEMBER MORN BEACHP028","GST","GSMS","49.3667","-123.3333","N"
"L","4.1","20200203","CDFO","2MS62P014MONT BK 13","1","GSSPTCMONT BK (14-13)","49.9","-124.9167",,,,"GSSPTC          STAT AREA: P014 MONTGOMERY BANK     P014","GST","GSVI","49.9","-124.9167","N"
"L","4.1","20180206","CDFO","2MS23P029SAND HD 10","1","GSPTS SAND HD (29-10)","49.1003","-123.2661",,,,"GSPTS           STAT AREA: P029 SAND HEADS          P029","GST","GSMS","49.1","-123.3","N"
"L","4.1","20200203","CDFO","2MS22P016QUAR BY 17","1","GSPTN QUAR BY (16-17)","49.6608","-124.13",,,,"GSPTN           STAT AREA: P016 QUARRY BAY          P016","GST","GSMS","49.6608","-124.13","N"
"L","4.1","20200203","CDFO","2FS99NWVIR0030","1","R-GOLD R",,,,,,"CDN ESCMENT     GOLD R               NWVI","WCVI","NWVI","49.6833","-126.1167","N"
"L","4.1","20200203","CDFO","2MS27H23BEFFI IO","1","WSPT  EFFI IO [H23B]",,,,,,"WSPT            STAT AREA: H23B EFFINGHAM ISLAND    H23B","WCVI","SWVI",,,"N"
"L","4.1","20171204","CDFO","2MS23P029SEMI BY 08","1","GSPTS SEMI BY (29-8)","49.0156","-122.8075",,,,"GSPTS           STAT AREA: P029 SEMIAHMOO BAY       P029","GST","GSMS","49.0156","-122.8075","N"
"L","4.1","20200203","CDFO","2MS22P013RAY BY  35","1","GSPTN RAY BY (13-35)","50.4","-125.9667",,,,"GSPTN           STAT AREA: P013 RAY BAY             P013","JNST","JSM","50.4","-125.9667","N"
"L","4.1","20200203","CDFO","2MS27H23BCP BEAO","1","WSPT  CP BEAO [H23B]",,,,,,"WSPT            STAT AREA: H23B CAPE BEALE          H23B","WCVI","SWVI",,,"N"
"L","4.1","20200203","CDFO","2MS62P014SNDY IS 11","1","GSSPTCSNDY IS (14-11)","49.6192","-124.8514",,,,"GSSPTC          STAT AREA: P014 SANDY ISLAND        P014","GST","GSVI","49.6192","-124.8514","N"
"L","4.1","20200203","CDFO","2MS23H29CTWNINEC","1","GSPTS TWNINEC (H29C)",,,,,,"GSPTS           STAT AREA: H29C Unknown Historic AreH29C","GST","GSTG",,,"N"
"L","4.1","20200203","CDFO","2MS02H023       234","1","SWTR         H023-234",,,,,,"SWTR            MRP SUBS 58, 59","WCVI","SWVI","48.75","-125.75","N"
"L","4.1","20200203","CDFO","2MS27M23BSARG BK 11","1","WSPT  SARG BK (23-11)","48.9164","-125.4328",,,,"WSPT            STAT AREA: M23B SARGISON BANK       M23B","WCVI","SWVI","48.9164","-125.4328","N"
"L","4.1","20200203","CDFO","2MS01H026       000","1","NWTR         H026-000",,,,,,"NWTR            PFMA 26, 126 (STAT AREA 26)","WCVI","NWVI","50.02","-127.43","N"
"L","4.1","20200203","CDFO","2MS23P017BULD PT 07","1","GSPTS BULD PT (17-7)","48.9583","-123.7558",,,,"GSPTS           STAT AREA: P017 BOULDER POINT       P017","GST","GSVI","48.9667","-123.7667","N"
"L","4.1","20200203","CDFO","2MS22P014GALL BY 09","1","GSPTN GALL BY (14-9)","49.5484","-124.653",,,,"GSPTN           STAT AREA: P014 GALLEAN BAY         P014","GST","GSVI","49.5484","-124.653","N"
"L","4.1","20200203","CDFO","2MS27M23BASSI IS 04","1","WSPT  ASSI IS (23-4)","48.9373","-125.0303",,,,"WSPT            STAT AREA: M23B ASSITS ISLAND       M23B","WCVI","SWVI","48.9373","-125.0303","N"
"L","4.1","20200203","CDFO","2MS22P014DENM LT 08","1","GSPTN DENM LT (14-8)","49.4722","-124.6847",,,,"GSPTN           STAT AREA: P014 DENMAN LIGHT        P014","GST","GSVI","49.5333","-124.8333","N"
"L","4.1","20200203","CDFO","2FS99GSVIR0102","1","R-L QUALICUM R",,,,,,"CDN ESCMENT     L QUALICUM R         GSVI","GST","GSVI","49.365","-124.4947","N"
"L","4.1","20200203","CDFO","2MS24M19BCORD SP 05","1","JFSPT CORD SP (19-5)","48.5942","-123.3722",,,,"JFSPT           STAT AREA: M19B CORDOVA SPIT        M19B","GST","GSVI","48.5942","-123.3722","N"
"L","4.1","20200203","CDFO","2MS23P017POWE LI 02","1","GSPTS POWE LI (17-2)","48.8798","-123.3933",,,,"GSPTS           STAT AREA: P017 POWER LINE          P017","GST","GSVI","48.9","-123.4","N"
"L","4.1","20200203","CDFO","2MS27P025BLIG IS 15","1","WSPT  BLIG IS (25-15)","49.6494","-126.5228",,,,"WSPT            STAT AREA: P025 BLIGH ISLAND        P025","WCVI","NWVI","49.65","-126.5333","N"
"L","4.1","20200203","CDFO","2MS27P025MOUT BY 05","1","WSPT  MOUT BY (25-5)","49.7839","-126.4561",,,,"WSPT            STAT AREA: P025 MOUTCHA BAY         P025","WCVI","NWVI","49.7833","-126.45","N"
"L","4.1","20200203","CDFO","2MS24M19BDOCK IS 05","1","JFSPT DOCK IS (19-5)","48.6719","-123.3575",,,,"JFSPT           STAT AREA: M19B DOCK ISLAND         M19B","GST","GSVI","48.6667","-123.35","N"
"L","4.1","20200203","CDFO","2MS27M23BKELP BY 04","1","WSPT  KELP BY (23-4)","48.8563","-125.1114",,,,"WSPT            STAT AREA: M23B KELP BAY            M23B","WCVI","SWVI","48.8563","-125.1114","N"
"L","4.1","20200203","CDFO","2MS02H023       236","1","SWTR         H023-236",,,,,,"SWTR            MRP SUBS 59, 113","WCVI","SWVI","48.48","-125.72","N"
"L","4.1","20200203","CDFO","2MS27H024TWFOURO","1","WSPT  TWFOURO [H024]",,,,,,"WSPT            STAT AREA: H024 UNKNOWN PFMA 124    H024","WCVI","SWVI","48.48","-126.98","N"
"L","4.1","20200203","CDFO","2MN26P012NAKA CR 03","1","CSPT  NAKA CR (12-3)","50.4778","-126.4244",,,,"CSPT            STAT AREA: P012 NAKA CREEK          P012","JNST","JNSTG","50.4833","-126.4167","N"
"L","4.1","20180206","CDFO","2MS27H025NOOT IS 14","1","WSPT  NOOT IS [25-14]","49.7431","-126.7694",,,,"WSPT            STAT AREA: H025 NOOTKA ISLAND       H025","WCVI","NWVI","49.75","-126.75","N"
"L","4.1","20180206","CDFO","2F 29FWLFAIRP BR 16","1","FWSPT AIRP BR [29-16]","49.1833","-122.55",,,,"FWSPT           STAT AREA: FWLF FRASER:AIRPORT BAR  FWLF","GST","GSMS","49.1833","-122.55","N"
"L","4.1","20200203","CDFO","2MS27P123LIGH BK 05","1","WSPT  LIGH BK (123-5)","48.8972","-125.6851",,,,"WSPT            STAT AREA: P123 LIGHTHOUSE BANK     P123","WCVI","SWVI","48.9167","-125.5333","N"
"L","4.1","20200203","CDFO","2MS11M305       000","1","JSN          M305-000",,,,,,"JSN             PFMA 11 to 13, 111","JNST","JNSTG",,,"N"
"L","4.1","20200203","CDFO","2MS27P025ATRE PT 03","1","WSPT  ATRE PT (25-3)","49.6531","-126.4414",,,,"WSPT            STAT AREA: P025 ATREVIDA POINT      P025","WCVI","WCVIG","49.65","-126.4333","N"
"L","4.1","20200203","CDFO","2MS01M120       759","1","NWTR         M120-759",,,,,,"NWTR            TROLL ZONE 26 (part of PFMAs 125, 126)","WCVI","NWVI","49.98","-127.64","N"
"L","4.1","20200203","CDFO","2MS22P013BUTE IN 20","1","GSPTN BUTE IN (13-20)","50.6523","-124.8839",,,,"GSPTN           STAT AREA: P013 BUTE INLET          P013","JNST","JSM","50.6523","-124.8839","N"
"L","4.1","20200203","CDFO","2MS23P017COMM PS 10","1","GSPTS COMM PS (17-10)","49.1547","-123.6878",,,,"GSPTS           STAT AREA: P017 COMMODORE PASSAGE   P017","GST","GSVI","49.15","-123.6667","N"
"L","4.1","20200203","CDFO","2MS24P020WALB CR 01","1","JFSPT WALB CR (20-1)","48.5794","-124.6569",,,,"JFSPT           STAT AREA: P020 WALBRAN CREEK       P020","WCVI","SWVI","48.5833","-124.6667","N"
"L","4.1","20200203","CDFO","2MS24P020HAMM RK 03","1","JFSPT HAMM RK (20-3)","48.5333","-124.45",,,,"JFSPT           STAT AREA: P020 HAMMOND ROCKS       P020","WCVI","SWVI","48.5333","-124.45","N"
"L","4.1","20200203","CDFO","2MS24M19BGOLF LI 03","1","JFSPT GOLF LI (19-3)","48.4192","-123.2836",,,,"JFSPT           STAT AREA: M19B GOLF LINKS          M19B","GST","GSVI","48.4192","-123.2836","N"
"L","4.1","20200203","CDFO","2MS27P024VARG IS 08","1","WSPT  VARG IS (24-8)","49.1858","-125.9878",,,,"WSPT            STAT AREA: P024 VARGAS ISLAND       P024","WCVI","SWVI","49.1858","-125.9878","N"
"L","4.1","20200203","CDFO","2MS02M111       340","1","SWTR         M111-340",,,,,,"SWTR            PFMAS 21, 121, 23, 123 - MRP SUBS 52, 53, 59, 113","WCVI","SWVI","48.44","-125.54","N"
"L","4.1","20200203","CDFO","2MS24M19BMAND IS 05","1","JFSPT MAND IS (19-5)","48.6336","-123.2872",,,,"JFSPT           STAT AREA: M19B MANDARTE ISLAND     M19B","GST","GSVI","48.6333","-123.2833","N"
"L","4.1","20200203","CDFO","2MS02M114       348","1","SWTR         M114-348",,,,,,"SWTR            PFMAS 23, 123, 24, 124 - MRP SUBS 58, 60, 62","WCVI","SWVI","48.98","-125.94","N"
"L","4.1","20200203","CDFO","2MS62P015CORT BY 03","1","GSSPTCCORT BY (15-3)","50.06","-124.9206",,,,"GSSPTC          STAT AREA: P015 CORTES BAY          P015","GST","GSMN","50.0667","-124.9333","N"
"L","4.1","20200203","CDFO","2MS27P123WYA PT  05","1","WSPT  WYA PT (123-5)","48.9746","-125.6234",,,,"WSPT            STAT AREA: P123 WYA POINT           P123","WCVI","SWVI","48.9746","-125.6234","N"
