EVENT,STATION,Year,Month,Day,START_LAT,START_LONG,END_LAT,END_LONG,DISTANCE,DUR,FISH_NUMBER,DATE_CAPTURED,SPECIES,SHIP_FL,SHIP_WT,CWT_AGE,FIN_CLIP,COMMENTS,BATCH-DNA_NUMBER,STOCK_1,REGION_CODE_1,REGION_1,HSS_REGION_1,PROB_1,TOTAL_LOCI,COMMENT
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-023,"Monday, July 15, 2013",CHINOOK,378,,,,,,,,,,,,
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-024,"Monday, July 15, 2013",CHINOOK,673,,,AD,,,,,,,,,
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-025,"Monday, July 15, 2013",CHINOOK,700,,,,,,,,,,,,
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-026,"Monday, July 15, 2013",CHINOOK,838,,,AD,,,,,,,,,
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-027,"Monday, July 15, 2013",CHINOOK,350,,,AD,,,,,,,,,
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-028,"Monday, July 15, 2013",CHINOOK,370,,,,,,,,,,,,
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-029,"Monday, July 15, 2013",CHINOOK,368,,,,,,,,,,,,
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-030,"Monday, July 15, 2013",CHINOOK,371,,0.1,AD,,,,,,,,,
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-031,"Monday, July 15, 2013",CHINOOK,362,,,AD,,,,,,,,,
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-032,"Monday, July 15, 2013",CHINOOK,392,,,,,,,,,,,,
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-033,"Monday, July 15, 2013",CHINOOK,775,,,AD,,,,,,,,,
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-034,"Monday, July 15, 2013",CHINOOK,800,,,,,,,,,,,,
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-035,"Monday, July 15, 2013",CHINOOK,642,,,,,,,,,,,,
225,EP01,2013,JUL,15,49.337,-126.561,49.314,-126.614,2.48,0.5,HS201343-EP01-124-036,"Monday, July 15, 2013",CHINOOK,500,,,AD,,,,,,,,,
228,EP02,2013,JUL,15,49.306,-126.629,49.281,-126.672,2.27,0.5,HS201343-EP02-124-001,"Monday, July 15, 2013",CHINOOK,510,,1.1,,,,,,,,,,
228,EP02,2013,JUL,15,49.306,-126.629,49.281,-126.672,2.27,0.5,HS201343-EP02-124-002,"Monday, July 15, 2013",CHINOOK,758,,,AD,,,,,,,,,
228,EP02,2013,JUL,15,49.306,-126.629,49.281,-126.672,2.27,0.5,HS201343-EP02-124-003,"Monday, July 15, 2013",CHINOOK,658,,0.2,,,,,,,,,,
228,EP02,2013,JUL,15,49.306,-126.629,49.281,-126.672,2.27,0.5,HS201343-EP02-124-004,"Monday, July 15, 2013",CHINOOK,424,,0.1,,,,,,,,,,
228,EP02,2013,JUL,15,49.306,-126.629,49.281,-126.672,2.27,0.5,HS201343-EP02-124-005,"Monday, July 15, 2013",CHINOOK,382,,,AD,,,,,,,,,
228,EP02,2013,JUL,15,49.306,-126.629,49.281,-126.672,2.27,0.5,HS201343-EP02-124-006,"Monday, July 15, 2013",CHINOOK,394,,,,,,,,,,,,
228,EP02,2013,JUL,15,49.306,-126.629,49.281,-126.672,2.27,0.5,HS201343-EP02-124-007,"Monday, July 15, 2013",CHINOOK,372,,,AD,,,,,,,,,
231,EP03,2013,JUL,15,49.269,-126.69,49.243,-126.742,2.6,0.5,HS201343-EP03-124-010,"Monday, July 15, 2013",CHINOOK,408,,,AD,,,,,,,,,
231,EP03,2013,JUL,15,49.269,-126.69,49.243,-126.742,2.6,0.5,HS201343-EP03-124-011,"Monday, July 15, 2013",CHINOOK,332,,,AD,,,,,,,,,
231,EP03,2013,JUL,15,49.269,-126.69,49.243,-126.742,2.6,0.5,HS201343-EP03-124-013,"Monday, July 15, 2013",CHINOOK,363,,,AD,,,,,,,,,
231,EP03,2013,JUL,15,49.269,-126.69,49.243,-126.742,2.6,0.5,HS201343-EP03-124-014,"Monday, July 15, 2013",CHINOOK,328,,,,,,,,,,,,
231,EP03,2013,JUL,15,49.269,-126.69,49.243,-126.742,2.6,0.5,HS201343-EP03-124-015,"Monday, July 15, 2013",CHINOOK,344,,,AD,,,,,,,,,
231,EP03,2013,JUL,15,49.269,-126.69,49.243,-126.742,2.6,0.5,HS201343-EP03-124-016,"Monday, July 15, 2013",CHINOOK,490,,,AD,,,,,,,,,
237,EP05,2013,JUL,15,49.209,-126.841,49.23,-126.879,1.95,0.5,HS201343-EP05-124-002,"Monday, July 15, 2013",CHINOOK,398,,,,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-044,"Saturday, July 13, 2013",CHINOOK,549,,,AD,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-045,"Saturday, July 13, 2013",CHINOOK,550,,,AD,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-046,"Saturday, July 13, 2013",CHINOOK,542,,,,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-047,"Saturday, July 13, 2013",CHINOOK,542,,,AD,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-048,"Saturday, July 13, 2013",CHINOOK,472,,,,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-049,"Saturday, July 13, 2013",CHINOOK,508,,,AD,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-050,"Saturday, July 13, 2013",CHINOOK,387,,,,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-051,"Saturday, July 13, 2013",CHINOOK,404,,,AD,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-052,"Saturday, July 13, 2013",CHINOOK,327,,0.1,,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-053,"Saturday, July 13, 2013",CHINOOK,370,,,AD,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-054,"Saturday, July 13, 2013",CHINOOK,438,,,AD,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-055,"Saturday, July 13, 2013",CHINOOK,370,,,AD,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-056,"Saturday, July 13, 2013",CHINOOK,494,,,,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-057,"Saturday, July 13, 2013",CHINOOK,546,,,AD,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-058,"Saturday, July 13, 2013",CHINOOK,596,,,,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-059,"Saturday, July 13, 2013",CHINOOK,460,,,,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-060,"Saturday, July 13, 2013",CHINOOK,380,,,AD,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-061,"Saturday, July 13, 2013",CHINOOK,417,,,AD,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-062,"Saturday, July 13, 2013",CHINOOK,388,,,AD,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-063,"Saturday, July 13, 2013",CHINOOK,327,,,AD,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-064,"Saturday, July 13, 2013",CHINOOK,330,,,,,,,,,,,,
186,IVI01,2013,JUL,13,48.951,-125.129,48.915,-125.168,2.67,0.5,HS201343-IVI01-124-065,"Saturday, July 13, 2013",CHINOOK,377,,,,,,,,,,,,
189,IVI02,2013,JUL,13,48.912,-125.21,48.87,-125.242,2.83,0.5,HS201343-IVI02-124-003,"Saturday, July 13, 2013",CHINOOK,301,,0.1,,,,,,,,,,
189,IVI02,2013,JUL,13,48.912,-125.21,48.87,-125.242,2.83,0.5,HS201343-IVI02-124-004,"Saturday, July 13, 2013",CHINOOK,369,,0.1,AD,,,,,,,,,
189,IVI02,2013,JUL,13,48.912,-125.21,48.87,-125.242,2.83,0.5,HS201343-IVI02-124-005,"Saturday, July 13, 2013",CHINOOK,310,,0.1,AD,,,,,,,,,
189,IVI02,2013,JUL,13,48.912,-125.21,48.87,-125.242,2.83,0.5,HS201343-IVI02-124-006,"Saturday, July 13, 2013",CHINOOK,390,,,,,,,,,,,,
189,IVI02,2013,JUL,13,48.912,-125.21,48.87,-125.242,2.83,0.5,HS201343-IVI02-124-007,"Saturday, July 13, 2013",CHINOOK,382,,,AD,,,,,,,,,
189,IVI02,2013,JUL,13,48.912,-125.21,48.87,-125.242,2.83,0.5,HS201343-IVI02-124-008,"Saturday, July 13, 2013",CHINOOK,311,,,AD,,,,,,,,,
264,IVI04,2013,JUL,17,50.498,-127.753,50.503,-127.721,1.28,0.25,HS201343-IVI04-124-002,"Wednesday, July 17, 2013",CHINOOK,435,,,,,,,,,,,,
267,IVI05,2013,JUL,17,50.484,-127.848,50.477,-127.813,1.39,0.25,HS201343-IVI05-124-001,"Wednesday, July 17, 2013",CHINOOK,385,,0.1,AD,,,,,,,,,
267,IVI05,2013,JUL,17,50.484,-127.848,50.477,-127.813,1.39,0.25,HS201343-IVI05-124-002,"Wednesday, July 17, 2013",CHINOOK,438,,0.1,,,,,,,,,,
267,IVI05,2013,JUL,17,50.484,-127.848,50.477,-127.813,1.39,0.25,HS201343-IVI05-124-003,"Wednesday, July 17, 2013",CHINOOK,368,,,AD,,,,,,,,,
267,IVI05,2013,JUL,17,50.484,-127.848,50.477,-127.813,1.39,0.25,HS201343-IVI05-124-004,"Wednesday, July 17, 2013",CHINOOK,360,,,,,,,,,,,,
270,IVI06,2013,JUL,17,50.47,-127.922,50.47,-127.883,1.47,0.25,HS201343-IVI06-124-001,"Wednesday, July 17, 2013",CHINOOK,378,668,,,,,,,,,,,
171,JF02,2013,JUL,12,48.343,-123.888,48.357,-123.96,2.99,0.5,HS201343-JF02-124-004,"Friday, July 12, 2013",CHINOOK,337,478,,AD,,,,,,,,,
171,JF02,2013,JUL,12,48.343,-123.888,48.357,-123.96,2.99,0.5,HS201343-JF02-124-005,"Friday, July 12, 2013",CHINOOK,334,438,0.1,,,,,,,,,,
171,JF02,2013,JUL,12,48.343,-123.888,48.357,-123.96,2.99,0.5,HS201343-JF02-124-006,"Friday, July 12, 2013",CHINOOK,337,505,,,,,,,,,,,
171,JF02,2013,JUL,12,48.343,-123.888,48.357,-123.96,2.99,0.5,HS201343-JF02-124-007,"Friday, July 12, 2013",CHINOOK,367,633,,AD,,,,,,,,,
171,JF02,2013,JUL,12,48.343,-123.888,48.357,-123.96,2.99,0.5,HS201343-JF02-124-008,"Friday, July 12, 2013",CHINOOK,394,746,,,,,,,,,,,
171,JF02,2013,JUL,12,48.343,-123.888,48.357,-123.96,2.99,0.5,HS201343-JF02-124-009,"Friday, July 12, 2013",CHINOOK,371,578,,AD,,,,,,,,,
171,JF02,2013,JUL,12,48.343,-123.888,48.357,-123.96,2.99,0.5,HS201343-JF02-124-010,"Friday, July 12, 2013",CHINOOK,383,644,,,,,,,,,,,
171,JF02,2013,JUL,12,48.343,-123.888,48.357,-123.96,2.99,0.5,HS201343-JF02-124-011,"Friday, July 12, 2013",CHINOOK,337,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-005,"Friday, July 12, 2013",CHINOOK,405,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-006,"Friday, July 12, 2013",CHINOOK,375,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-007,"Friday, July 12, 2013",CHINOOK,338,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-008,"Friday, July 12, 2013",CHINOOK,398,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-009,"Friday, July 12, 2013",CHINOOK,352,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-010,"Friday, July 12, 2013",CHINOOK,305,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-011,"Friday, July 12, 2013",CHINOOK,328,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-012,"Friday, July 12, 2013",CHINOOK,344,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-013,"Friday, July 12, 2013",CHINOOK,349,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-014,"Friday, July 12, 2013",CHINOOK,361,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-016,"Friday, July 12, 2013",CHINOOK,385,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-017,"Friday, July 12, 2013",CHINOOK,331,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-018,"Friday, July 12, 2013",CHINOOK,460,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-020,"Friday, July 12, 2013",CHINOOK,350,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-021,"Friday, July 12, 2013",CHINOOK,347,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-022,"Friday, July 12, 2013",CHINOOK,350,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-023,"Friday, July 12, 2013",CHINOOK,347,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-024,"Friday, July 12, 2013",CHINOOK,386,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-025,"Friday, July 12, 2013",CHINOOK,421,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-026,"Friday, July 12, 2013",CHINOOK,367,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-027,"Friday, July 12, 2013",CHINOOK,380,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-028,"Friday, July 12, 2013",CHINOOK,399,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-029,"Friday, July 12, 2013",CHINOOK,325,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-030,"Friday, July 12, 2013",CHINOOK,343,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-031,"Friday, July 12, 2013",CHINOOK,402,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-032,"Friday, July 12, 2013",CHINOOK,372,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-033,"Friday, July 12, 2013",CHINOOK,368,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-034,"Friday, July 12, 2013",CHINOOK,351,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-035,"Friday, July 12, 2013",CHINOOK,352,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-036,"Friday, July 12, 2013",CHINOOK,392,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-037,"Friday, July 12, 2013",CHINOOK,338,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-038,"Friday, July 12, 2013",CHINOOK,393,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-039,"Friday, July 12, 2013",CHINOOK,345,,0.1,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-041,"Friday, July 12, 2013",CHINOOK,325,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-042,"Friday, July 12, 2013",CHINOOK,357,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-043,"Friday, July 12, 2013",CHINOOK,348,,,,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-044,"Friday, July 12, 2013",CHINOOK,309,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-045,"Friday, July 12, 2013",CHINOOK,350,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-046,"Friday, July 12, 2013",CHINOOK,332,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-047,"Friday, July 12, 2013",CHINOOK,352,,,AD,,,,,,,,,
177,JF04,2013,JUL,12,48.435,-124.242,48.439,-124.304,2.48,0.5,HS201343-JF04-124-048,"Friday, July 12, 2013",CHINOOK,394,,0.1,AD,,,,,,,,,
180,JF05,2013,JUL,12,48.476,-124.375,48.491,-124.419,1.96,0.5,HS201343-JF05-124-001,"Friday, July 12, 2013",CHINOOK,560,,,AD,,,,,,,,,
180,JF05,2013,JUL,12,48.476,-124.375,48.491,-124.419,1.96,0.5,HS201343-JF05-124-002,"Friday, July 12, 2013",CHINOOK,341,,,AD,,,,,,,,,
180,JF05,2013,JUL,12,48.476,-124.375,48.491,-124.419,1.96,0.5,HS201343-JF05-124-003,"Friday, July 12, 2013",CHINOOK,401,,,AD,,,,,,,,,
180,JF05,2013,JUL,12,48.476,-124.375,48.491,-124.419,1.96,0.5,HS201343-JF05-124-004,"Friday, July 12, 2013",CHINOOK,406,,,,,,,,,,,,
180,JF05,2013,JUL,12,48.476,-124.375,48.491,-124.419,1.96,0.5,HS201343-JF05-124-005,"Friday, July 12, 2013",CHINOOK,355,,,AD,,,,,,,,,
180,JF05,2013,JUL,12,48.476,-124.375,48.491,-124.419,1.96,0.5,HS201343-JF05-124-006,"Friday, July 12, 2013",CHINOOK,341,,,AD,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-004,"Friday, July 12, 2013",CHINOOK,404,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-005,"Friday, July 12, 2013",CHINOOK,374,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-006,"Friday, July 12, 2013",CHINOOK,362,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-007,"Friday, July 12, 2013",CHINOOK,400,,0.1,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-008,"Friday, July 12, 2013",CHINOOK,350,,0.1,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-009,"Friday, July 12, 2013",CHINOOK,302,,,AD,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-010,"Friday, July 12, 2013",CHINOOK,368,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-011,"Friday, July 12, 2013",CHINOOK,386,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-012,"Friday, July 12, 2013",CHINOOK,421,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-014,"Friday, July 12, 2013",CHINOOK,412,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-015,"Friday, July 12, 2013",CHINOOK,412,,0.1,AD,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-016,"Friday, July 12, 2013",CHINOOK,400,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-017,"Friday, July 12, 2013",CHINOOK,378,,,AD,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-018,"Friday, July 12, 2013",CHINOOK,340,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-019,"Friday, July 12, 2013",CHINOOK,348,,,AD,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-020,"Friday, July 12, 2013",CHINOOK,362,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-021,"Friday, July 12, 2013",CHINOOK,398,,,AD,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-022,"Friday, July 12, 2013",CHINOOK,482,,,AD,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-023,"Friday, July 12, 2013",CHINOOK,440,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-024,"Friday, July 12, 2013",CHINOOK,321,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-025,"Friday, July 12, 2013",CHINOOK,408,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-026,"Friday, July 12, 2013",CHINOOK,430,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-027,"Friday, July 12, 2013",CHINOOK,399,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-028,"Friday, July 12, 2013",CHINOOK,368,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-029,"Friday, July 12, 2013",CHINOOK,408,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-030,"Friday, July 12, 2013",CHINOOK,407,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-031,"Friday, July 12, 2013",CHINOOK,449,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-032,"Friday, July 12, 2013",CHINOOK,400,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-033,"Friday, July 12, 2013",CHINOOK,428,,,,,,,,,,,,
183,JF06,2013,JUL,12,48.52,-124.502,48.525,-124.556,2.16,0.5,HS201343-JF06-124-034,"Friday, July 12, 2013",CHINOOK,738,,,,,,,,,,,,
339,JS05,2013,JUL,20,50.476,-126.108,50.462,-126.033,2.98,0.5,HS201343-JS05-124-003,"Saturday, July 20, 2013",CHINOOK,686,,,,,,,,,,,,
303,QCST01,2013,JUL,19,50.786,-127.49,50.782,-127.415,2.87,0.5,HS201343-QCST01-124-002,"Friday, July 19, 2013",CHINOOK,342,,,AD,,,,,,,,,
303,QCST01,2013,JUL,19,50.786,-127.49,50.782,-127.415,2.87,0.5,HS201343-QCST01-124-003,"Friday, July 19, 2013",CHINOOK,436,,,,,,,,,,,,
303,QCST01,2013,JUL,19,50.786,-127.49,50.782,-127.415,2.87,0.5,HS201343-QCST01-124-004,"Friday, July 19, 2013",CHINOOK,372,,,AD,,,,,,,,,
303,QCST01,2013,JUL,19,50.786,-127.49,50.782,-127.415,2.87,0.5,HS201343-QCST01-124-005,"Friday, July 19, 2013",CHINOOK,395,,,,,,,,,,,,
303,QCST01,2013,JUL,19,50.786,-127.49,50.782,-127.415,2.87,0.5,HS201343-QCST01-124-006,"Friday, July 19, 2013",CHINOOK,392,,,AD,,,,,,,,,
