fish,event,set,troughIn,troughOut,gearDepth,gearType,fl,circ,hookLoc,clip,dna,gill,scaleBook,scaleNumber,pitLeader,pitID,floy,acoustic,injury,scaleLoss,finDam,E1,E2,vor,tailGrab,bodyFlex,vent,ori,comment
CK156,CT2019_118,118,0621,0623,32,flasher,63,32,corner,Y,556,NA,00117,21-22,989.0010306,20128,NA,NA,0,0,0,4.1,2.1,0,0,0,0,0,
CK157,CT2019_118,118,0625,0630,24,flasher,79,43,corner,N,557,CF68,00117,23-25,989.0010306,20138,069,7927,0,0,0,7.6,3.6,0,0,0,0,0,
CK158,CT2019_118,118,0631,0635,28,spoon,65,38,corner,Y,558,NA,00117,26-27,989.0010306,20151,NA,NA,3,1,0,4.0,2.7,0,0,0,0,0,
CK159,CT2019_119,119,0636,0638,16,flasher,63,36,corner,N,559,NA,00117,28-29,989.0010306,20084,NA,NA,0,0,0,5.3,2.1,0,0,0,0,0,
CK160,CT2019_119,119,0639,0643,24,flasher,71,44,corner,N,560,NA,00117,30-32,989.0010306,20093,070,7928,0,0,0,3.9,2.3,0,0,0,0,0,no gill taken by accident
CK161,CT2019_119,119,0647,0650,16,flasher,69,42,corner,N,561,NA,00117,33-34,989.0010306,20065,NA,NA,2,0,0,6.5,3.1,0,0,0,0,0,heavy bleeding
CK162,CT2019_119,119,0652,0655,26,flasher,67,39,corner,Y,562,NA,00117,35-36,989.0010306,20110,NA,NA,0,0,0,5.9,2.7,0,0,0,0,0,
CK163,CT2019_119,119,0656,0658,16,spoon,62,33,corner,Y,563,NA,00117,37-38,989.0010306,20099,NA,NA,0,0,0,4.2,1.9,0,0,0,0,0,
CK164,CT2019_120,120,0703,0706,16,flasher,61,32,corner,N,564,NA,00117,39-40,989.0010306,20154,NA,NA,1,0,0,1.0,0.7,0,0,0,0,0,
CK165,CT2019_120,120,0707,0709,32,flasher,66,38,corner,N,565,NA,00117,41-42,989.0010306,20152,NA,NA,0,0,0,8.3,5.6,0,0,0,0,0,
CK166,CT2019_120,120,0713,0715,26,spoon,76,42,corner,N,566,NA,00117,43-44,989.0010306,20121,NA,NA,0,0,0,5.7,3.6,0,0,0,0,0,
CK167,CT2019_120,120,0716,0719,32,flasher,67,40,gill,Y,567,NA,00117,45-46,989.0010306,20118,NA,NA,0,0,0,6.2,3.8,0,0,1,0,1,hooked in gill
CK168,CT2019_120,120,0722,0727,24,flasher,70,40,eye,N,568,NA,00117,48-49,989.0010306,20069,NA,NA,2,0,0,9.5,4.5,0,0,0,0,0,
CK169,CT2019_120,120,0727,0731,32,flasher,92,57,corner,N,569,CF69,65294,1-3,989.0010306,20089,NA,NA,1,0,0,8.9,8.0,0,0,0,0,0,"too much blood to tag, just gill"
CK170,CT2019_120,120,0732,0735,12,spoon,79,50,corner,Y,570,NA,65294,4-5,989.0010306,20146,NA,NA,0,0,0,8.1,5.4,0,0,0,0,0,
CK171,CT2019_122,122,0821,0824,32,flasher,67,40,corner,N,571,NA,65294,6-8,989.0010306,20137,NA,NA,0,0,0,8.5,6.1,0,0,0,0,0,
CK172,CT2019_123,123,0854,0857,16,flasher,83,49,corner,N,572,NA,65294,9-10,989.0010306,20160,NA,NA,2,0,0,11.8,6.4,0,0,0,0,0,bad jaw wound
CK173,CT2019_123,123,0857,0900,20,spoon,78,46,corner,N,573,NA,65294,11-12,989.0010306,20105,NA,NA,2,1,0,9.1,6.3,0,0,0,0,0,heavy bleeding
CK174,CT2019_123,123,0901,0905,24,flasher,78,42,corner,N,574,CF70,65294,13-14,989.0010306,20078,071,7929,1,0,0,11.2,7.6,0,0,0,0,0,
CK175,CT2019_124,124,0906,0909,24,flasher,72,44,corner,Y,575,NA,65294,15-16,989.0010306,20089,NA,NA,0,0,0,6.2,3.6,0,0,0,0,0,
CK176,CT2019_124,124,0910,0913,30,spoon,60,34,corner,Y,576,NA,65294,17-18,989.0010306,20124,NA,NA,0,0,0,6.1,4.1,0,0,0,0,0,
CK177,CT2019_124,124,0914,0917,12,spoon,72,40,corner,N,577,NA,65294,19-20,989.0010306,20119,NA,NA,0,1,0,8.5,6.0,0,0,0,0,0,
CK178,CT2019_124,124,0925,0928,28,spoon,76,47,corner,Y,578,NA,65294,21-22,989.0010306,20123,NA,NA,0,0,0,6.6,5.5,0,0,0,0,0,
CK179,CT2019_125,125,0931,0933,28,spoon,79,42,corner,Y,579,NA,65294,23-24,989.0010306,20111,NA,NA,0,0,0,6.3,5.4,0,0,0,0,0,
CK180,CT2019_125,125,0944,0947,24,flasher,69,42,gill,N,580,NA,65294,25-26,989.0010306,20075,NA,NA,0,0,0,9.5,5.7,0,0,0,0,1,hooked in gill
CK181,CT2019_125,125,0948,0951,28,spoon,78,44,corner,N,581,NA,65294,27-29,989.0010306,20116,NA,NA,0,0,0,9.6,6.1,0,0,0,0,0,
CK182,CT2019_125,125,0958,1000,32,flasher,72,41,gill,N,582,NA,65294,30-32,989.0010306,20067,NA,NA,3,0,0,3.4,3.1,0,0,0,0,0,
CK183,CT2019_125,125,1003,1006,32,spoon,63,38,corner,N,583,NA,65294,33-34,989.0010306,20100,NA,NA,0,0,0,6.1,3.6,0,0,0,0,0,
CK184,CT2019_126,126,1015,1017,32,spoon,71,45,corner,N,584,NA,65294,35-36,989.0010306,20122,NA,NA,0,0,0,6.2,4.6,0,0,0,0,0,
CK185,CT2019_129,129,1200,1203,18,flasher,73,45,corner,N,585,NA,65294,37-38,989.0010306,20095,NA,NA,0,0,0,12.0,6.0,0,0,0,0,0,
CK186,CT2019_129,129,1203,1208,22,spoon,82,54,corner,Y,586,CF71,65294,39-40,989.0010306,20115,072,7930,0,0,0,8.8,5.6,0,0,0,0,0,
CK187,CT2019_130,130,1225,1228,32,flasher,63,38,corner,Y,587,NA,65294,41-42,989.0010306,20070,NA,NA,0,0,0,6.2,4.8,0,0,0,0,0,heavy bleeding
CK188,CT2019_130,130,1231,1234,32,flasher,83,48,corner,N,588,NA,65294,43-44,989.0010306,20097,NA,NA,0,0,0,9.1,6.3,0,0,0,0,0,
CK189,CT2019_133,133,1402,1405,20,spoon,64,37,corner,Y,589,NA,65294,45-47,989.0010306,20086,NA,NA,0,0,0,6.0,4.1,0,0,0,0,0,
CK190,CT2019_134,134,0735,0739,20,flasher,63,35,corner,N,801,NA,08001,1-4,989.0010306,20131,NA,NA,0,1,0,11.3,7.6,0,0,0,0,0,
CK191,CT2019_134,134,0745,0750,24,spoon,77,44,corner,N,802,CF72,08001,5-8,989.0010306,20663,073,7931,0,0,0,9.4,6.3,0,0,0,0,0,
CK192,CT2019_135,135,0816,0819,14,flasher,76,44,corner,Y,803,NA,08001,9-12,989.0010306,20143,NA,NA,0,0,1,11.5,6.3,0,0,0,0,0,
CK193,CT2019_136,136,0848,0851,20,spoon,74,45,corner,Y,804,NA,08001,16-20,989.0010306,20108,NA,NA,1,0,1,6.0,2.8,0,0,0,0,0,
CK194,CT2019_141,141,1113,1118,20,spoon,80,47,corner,Y,805,CF73,08001,21-25,989.0010306,20102,074,7932,1,0,1,5.9,4.9,0,0,0,0,0,
CK195,CT2019_148,148,1432,1436,18,spoon,78,47,corner,Y,806,CF74,08001,26-30,989.0010306,20090,075,7933,0,0,1,5.1,3.6,0,0,0,0,0,
CK196,CT2019_148,148,1453,1457,30,flasher,77,47,corner,N,807,CF75,08001,31-35,989.0010306,20061,076,7934,1,0,2,7.0,4.6,0,0,0,0,0,bruise on dorsal musculature; gimp pelvic and pec fins on right side
CK197,CT2019_149,149,1513,1517,20,flasher,77,49,corner,Y,808,CF76,08001,36-40,989.0010306,20156,077,7935,0,0,1,5.7,4.2,0,0,0,0,0,
CK198,CT2019_153,153,0743,0749,15,flasher,88,49,snout,N,809,CF77,08001,41-45,989.0010306,20073,078,7936,0,1,1,9.1,5.9,0,0,0,0,0,
CK199,CT2019_155,155,0845,0848,10,spoon,66,39,snout,N,810,NA,08001,46-50,989.0010306,20103,NA,NA,2,0,1,5.4,3.6,0,0,0,0,0,blood
CK200,CT2019_156,156,0932,0936,20,flasher,78,45,corner,N,811,CF78,08002,1-5,989.0010306,20077,079,7937,0,0,0,3.4,1.9,0,0,0,0,0,blood
CK201,CT2019_157,157,0937,0940,24,flasher,55,30,corner,Y,812,NA,08002,6-10,989.0010306,20072,NA,NA,1,1,0,1.7,2.1,0,0,0,0,0,
CK202,CT2019_158,158,1008,1013,10,spoon,82,48,corner,Y,813,CF79,08002,11-15,989.0010306,19950,080,7938,0,0,0,9.0,5.7,0,0,0,0,0,
CK203,CT2019_158,158,1013,1018,6,spoon,80,49,corner,N,814,CF80,08002,16-20,989.0010306,19932,081,7939,0,0,1,4.9,3.8,0,0,0,0,0,RECAPTURED (see file)
CK204,CT2019_158,158,1018,1023,24,flasher,87,54,corner,N,815,CF81,08002,21-25,989.0010306,19907,082,8190,0,0,1,10.6,8.9,0,0,0,0,0,
CK205,CT2019_158,158,1032,1034,24,flasher,70,38,corner,Y,816,NA,08002,26-30,989.0010306,19837,NA,NA,0,0,2,3.6,2.2,0,0,0,0,0,
CK206,CT2019_161,161,1140,1142,20,spoon,61,34,corner,Y,817,NA,08002,31-35,989.0010306,19876,NA,NA,0,0,0,1.7,1.4,0,0,0,0,0,
CK207,CT2019_161,161,1150,1152,16,flasher,61,36,corner,N,818,NA,08002,36-40,989.0010306,19874,NA,NA,0,0,0,7.8,4.5,0,0,0,0,0,
CK208,CT2019_162,162,1223,1228,24,flasher,77,47,corner,N,819,CF82,08002,41-45,989.0010306,19946,083,8191,1,0,0,7.1,6.1,0,0,0,0,0,jaw wound
CK209,CT2019_164,164,1324,1327,22,flasher,65,37,eye,Y,820,NA,08002,46-50,989.0010306,19866,NA,NA,3,0,0,5.2,3.0,0,0,0,0,0,eye wound
CK210,CT2019_167,167,1502,1508,14,spoon,80,49,corner,N,821,CF83,08003,1-5,989.0010306,19863,084,8192,2,0,1,9.0,6.6,0,0,0,0,0,adipose shredded
CK211,CT2019_168,168,1512,1515,18,flasher,81,48,eye,N,822,NA,08003,6-10,989.0010306,19916,NA,NA,2,0,0,4.3,2.4,0,0,0,0,0,eye wound; yellow mark
CK212,CT2019_168,168,1520,1523,16,spoon,75,45,corner,Y,823,NA,08003,11-15,989.0010306,19938,NA,NA,2,0,1,6.7,4.4,0,0,0,0,0,lots of lice
CK213,CT2019_169,169,1537,1540,20,spoon,62,37,corner,Y,824,NA,08003,16-20,989.0010306,19915,NA,NA,0,0,0,5.9,3.8,0,0,0,0,0,
CK214,CT2019_169,169,1553,1555,30,flasher,53,29,corner,Y,825,NA,08003,21-25,989.0010306,19917,NA,NA,0,0,0,2.3,1.2,0,0,0,0,0,
CK215,CT2019_171,171,0723,0729,10,spoon,79,45,corner,N,826,CF84,08003,26-30,989.0010306,19908,085,8193,0,2,1,10.8,6.6,0,0,0,0,0,
CK216,CT2019_171,171,0732,0734,22,flasher,65,39,corner,N,827,NA,08003,31-35,989.0010306,19960,NA,NA,0,0,0,9.3,6.1,0,0,0,0,0,
CK217,CT2019_172,172,0752,0756,18,flasher,80,46,eye,N,828,NA,08003,36-40,989.0010306,19873,NA,NA,2,1,0,9.3,5.5,0,0,0,0,0,
CK218,CT2019_172,172,0756,0759,22,flasher,62,36,corner,N,829,NA,08003,41-45,989.0010306,19869,NA,NA,0,0,0,6.2,3.9,0,0,0,0,0,
CK219,CT2019_174,174,0834,0836,18,flasher,80,47,corner,N,830,NA,08003,46-50,989.0010306,19878,NA,NA,3,1,0,8.5,5.7,0,0,0,0,0,
CK220,CT2019_175,175,0907,0910,12,spoon,71,44,corner,Y,831,NA,08015,1-5,989.0010306,19924,NA,NA,0,0,0,3.6,2.5,0,0,0,0,0,
CK221,CT2019_177,177,1001,1004,14,spoon,72,43,eye,N,832,NA,08015,6-10,989.0010306,19862,NA,NA,3,0,0,6.5,4.1,0,0,0,0,0,
CK222,CT2019_177,177,1020,1023,24,flasher,54,28,corner,Y,833,NA,08015,NA,989.0010306,19910,NA,NA,0,1,0,1.6,1.3,0,0,0,0,0,
CK223,CT2019_178,178,1056,1100,24,flasher,79,46,corner,N,834,CF85,08015,11-15,989.0010306,19922,086,8194,0,1,0,8.7,5.2,0,0,0,0,0,
CK224,CT2019_179,179,1114,1118,20,flasher,79,47,corner,Y,835,CF86,08015,16-20,989.0010306,19942,087,8195,1,0,0,5.7,3.3,0,0,0,0,0,
CK225,CT2019_179,179,1130,1132,24,flasher,54,31,corner,N,836,NA,08015,21-25,989.0010306,19983,NA,NA,0,0,0,1.9,1.6,0,0,0,0,0,
CK226,CT2019_180,180,1156,1200,18,flasher,77,45,corner,Y,837,CF87,08015,26-30,989.0010306,19904,088,8196,1,0,0,9.6,6.2,0,0,0,0,0,
CK227,CT2019_182,182,1251,1253,20,flasher,76,45,corner,Y,838,NA,08015,31-35,989.0010306,19913,NA,NA,0,0,0,3.8,2.5,0,0,0,0,0,
CK228,CT2019_182,182,1254,1257,24,flasher,76,47,corner,N,839,NA,08015,36-40,989.0010306,19899,NA,NA,2,0,0,9.3,6.0,0,0,0,0,0,
CK229,CT2019_184,184,1350,1352,24,flasher,70,39,corner,N,840,NA,08015,41-45,989.0010306,19893,NA,NA,0,0,0,5.4,3.9,0,0,0,0,0,
CK230,CT2019_186,186,1456,1500,24,flasher,83,48,corner,N,841,CF88,08015,46-50,989.0010306,19861,089,8197,0,0,0,9.1,8.5,0,0,0,0,0,
CK231,CT2019_187,187,0849,0852,28,flasher,60,37,corner,Y,301,NA,08016,1-5,989.0010306,19894,NA,NA,0,1,0,3.2,1.8,0,0,0,0,0,
CK232,CT2019_187,187,0854,0856,10,spoon,66,36,corner,Y,302,NA,08016,6-10,989.0010306,19881,NA,NA,1,0,0,6.1,4.1,0,0,0,0,0,blood
CK233,CT2019_187,187,0900,0902,28,flasher,55,29,corner,Y,303,NA,08016,11-15,989.0010306,19948,NA,NA,0,0,0,1.8,0.5,0,0,0,0,0,
CK234,CT2019_187,187,0904,0906,16,spoon,62,33,snout,Y,304,NA,08016,16-20,989.0010306,19928,NA,NA,0,0,0,5.3,3.8,0,0,0,0,0,
CK235,CT2019_187,187,0910,0912,28,flasher,57,31,eye,N,305,NA,08016,21-25,989.0010306,19921,NA,NA,2,0,0,3.4,1.9,0,0,0,0,0,eye wound
CK236,CT2019_187,187,0917,0919,10,spoon,61,33,gill,Y,306,NA,08016,26-30,989.0010306,19912,NA,NA,3,0,0,3.0,1.8,0,0,0,0,0,
CK237,CT2019_187,187,0922,0924,28,flasher,62,35,corner,N,307,NA,08016,31-35,989.0010306,19875,NA,NA,0,0,0,6.1,4.1,0,0,0,0,0,
CK238,CT2019_187,187,0929,0931,22,flasher,60,32,corner,Y,308,NA,08016,36-40,989.0010306,19949,NA,NA,2,0,0,3.0,1.1,0,0,0,0,1,
CK239,CT2019_187,187,0932,0935,28,flasher,60,30,corner,Y,309,NA,08016,41-45,989.0010306,19889,NA,NA,0,0,1,3.5,1.9,0,0,0,0,0,
CK240,CT2019_188,188,0938,0940,28,flasher,54,29,corner,Y,310,NA,08016,46-50,989.0010306,19897,NA,NA,0,0,0,1.3,0.8,0,0,0,0,0,
CK241,CT2019_188,188,0943,0945,24,flasher,64,35,corner,N,311,NA,08004,1-5,989.0010306,19920,NA,NA,0,1,0,6.0,5.6,0,0,0,0,0,
CK242,CT2019_188,188,0947,0952,28,flasher,72,47,corner,Y,312,CF89,08004,6-10,989.0010306,19944,090,8198,0,0,0,7.2,5.5,0,0,0,0,0,
CK243,CT2019_188,188,1000,1002,24,flasher,63,33,corner,Y,313,NA,08004,11-15,989.0010306,19864,NA,NA,0,0,0,3.4,2.3,0,0,0,0,0,
CK244,CT2019_189,189,1004,1008,24,flasher,73,45,corner,N,314,CF90,08004,16-20,989.0010306,19951,091,8199,0,0,0,6.0,3.5,0,0,0,0,0,
CK245,CT2019_189,189,1025,1027,24,flasher,65,37,corner,N,315,NA,08004,21-25,989.0010306,19958,NA,NA,0,0,0,8.5,5.6,0,0,0,0,0,
CK246,CT2019_191,191,1123,1125,30,flasher,63,36,corner,N,316,NA,08004,26-30,989.0010306,19939,NA,NA,1,0,0,2.5,1.7,0,0,0,0,0,
CK247,CT2019_192,192,1156,1200,32,flasher,80,47,snout,N,317,CF91,08004,31-35,989.0010306,19895,092,8200,2,0,0,9.2,5.5,0,0,0,0,0,snout wound
CK248,CT2019_192,192,1200,1204,12,spoon,74,42,corner,N,318,CF92,08004,36-40,989.0010306,19933,093,8201,0,0,0,9.0,5.6,0,0,0,0,0,
CK249,CT2019_193,193,1232,1235,26,flasher,63,37,corner,N,319,NA,08004,41-45,989.0010306,19884,NA,NA,0,1,0,5.5,2.4,0,0,0,0,0,
CK250,CT2019_193,193,1300,1304,26,flasher,73,43,corner,N,320,CF93,08004,46-50,989.0010306,19901,094,8202,0,0,0,9.3,3.6,0,0,0,0,0,
CK251,CT2019_194,194,1310,1312,30,flasher,62,33,corner,N,321,NA,08017,1-5,989.0010306,19937,NA,NA,0,0,0,6.3,4.7,0,0,0,0,0,
CK252,CT2019_194,194,1315,1319,26,flasher,81,44,corner,N,322,CF94,08017,6-10,989.0010306,19914,095,8203,0,0,0,5.5,3.8,0,0,0,0,0,
CK253,CT2019_194,194,1320,1322,30,flasher,58,32,corner,N,323,NA,08017,11-15,989.0010306,19955,NA,NA,1,0,0,4.1,2.1,0,0,0,0,0,bleed
CK254,CT2019_194,194,1328,1332,26,flasher,84,47,corner,N,324,CF95,08017,16-20,989.0010306,19872,096,8204,2,0,0,6.3,5.3,0,0,0,0,0,tail damage and bleed
CK255,CT2019_195,195,1345,1347,32,flasher,72,43,eye,N,325,NA,08017,21-25,989.0010306,19953,NA,NA,1,0,0,6.5,5.4,0,0,0,0,0,
CK256,CT2019_195,195,1348,1352,30,flasher,91,55,corner,N,326,CF96,08017,26-30,989.0010306,19879,097,8205,0,0,0,10.4,5.8,0,0,0,0,1,
CK257,CT2019_195,195,1359,1401,24,spoon,82,48,corner,Y,327,NA,08017,31-35,989.0010306,19935,NA,NA,0,0,0,6.0,4.4,0,0,0,0,0,
CK258,CT2019_196,196,1413,1416,26,flasher,65,40,corner,N,328,NA,08017,36-40,989.0010306,19926,NA,NA,0,0,0,6.7,4.6,0,0,0,0,0,
CK259,CT2019_196,196,1429,1434,32,flasher,84,51,snout,N,329,CF97,08017,41-45,989.0010306,19896,NA,NA,0,0,0,9.5,6.5,0,0,0,0,0,thrashed; no acoustic
CK260,CT2019_201,201,1601,1604,28,flasher,69,38,eye,Y,330,NA,08017,46-50,989.0010306,19885,NA,NA,2,0,0,5.7,2.9,0,0,0,0,0,
CK261,CT2019_201,201,1607,1611,26,flasher,78,48,corner,Y,331,CF98,08018,1-5,989.0010306,19945,098,8206,0,0,0,10.4,6.4,0,0,0,0,0,
CK262,CT2019_203,203,1718,1721,26,flasher,85,50,corner,N,332,CF99,08018,6-10,989.0010306,19927,099,8207,0,0,1,9.1,6.0,0,0,0,0,0,RECAPTURED (see file)
CK263,CT2019_203,203,1731,1733,30,flasher,73,41,corner,N,333,NA,08018,11-15,989.0010306,19919,NA,NA,2,0,0,8.7,5.0,0,0,0,0,0,belly wound
CK264,CT2019_204,204,1751,1753,26,flasher,63,37,eye,Y,334,NA,08018,16-20,989.0010306,19980,NA,NA,2,1,0,7.6,5.5,0,0,0,0,0,
CK265,CT2019_204,204,1759,1801,30,flasher,70,41,corner,Y,335,NA,08018,21-25,989.0010306,19868,NA,NA,1,0,0,3.6,1.5,0,0,0,0,0,
CK266,CT2019_205,205,0701,0703,24,flasher,57,30,corner,Y,336,CF101,08018,26-30,989.0010306,19898,NA,NA,0,0,0,3.9,1.1,0,0,0,0,0,
CK267,CT2019_206,206,0725,0730,24,flasher,87,49,corner,N,337,NA,08018,31-35,989.0010306,19957,100,8208,0,1,1,10.1,4.9,0,0,0,0,0,
CK268,CT2019_208,208,0821,0823,16,spoon,81,47,eye,Y,338,NA,08018,36-40,989.0010306,19947,NA,NA,2,0,0,6.3,4.5,0,0,0,0,0,eye wound
CK269,CT2019_208,208,0830,0832,28,flasher,75,44,corner,N,339,NA,08018,41-45,989.0010306,19886,NA,NA,2,0,1,5.7,3.5,0,0,0,0,0,eye wound
CK270,CT2019_209,209,0845,0847,24,flasher,60,30,corner,Y,340,NA,08018,46-50,989.0010306,19882,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK271,CT2019_209,209,0848,0851,28,flasher,70,41,corner,N,341,NA,08014,1-5,989.0010306,19870,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK272,CT2019_209,209,0852,0854,20,spoon,67,39,corner,N,342,NA,08014,6-10,989.0010306,19931,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK273,CT2019_209,209,0855,0857,26,spoon,65,39,corner,Y,343,NA,08014,11-15,989.0010306,19943,NA,NA,0,0,1,NA,NA,0,0,0,0,0,
CK274,CT2019_210,210,0909,0911,28,flasher,65,36,corner,Y,344,NA,08014,16-20,989.0010306,19952,NA,NA,0,1,0,NA,NA,0,0,0,0,0,
CK275,CT2019_210,210,0925,0927,26,spoon,63,34,corner,Y,345,NA,08014,21-25,989.0010306,19956,NA,NA,0,1,0,NA,NA,0,0,0,0,0,
CK276,CT2019_211,211,0938,0940,28,spoon,51,28,corner,Y,346,NA,08014,26-30,989.0010306,19902,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK277,CT2019_211,211,0942,0945,30,flasher,61,34,corner,Y,347,NA,08014,31-35,989.0010306,19871,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK278,CT2019_212,212,1025,1028,28,flasher,76,42,corner,N,348,NA,08014,36-40,989.0010306,19903,NA,NA,0,0,1,NA,NA,0,0,0,0,0,yellow polymer tag
CK279,CT2019_213,213,1038,1040,28,flasher,76,45,corner,Y,349,NA,08014,41-45,989.0010306,19891,NA,NA,2,0,0,NA,NA,0,0,0,0,0,blood
CK280,CT2019_213,213,1044,1046,26,spoon,55,29,corner,N,350,NA,08014,46-50,989.0010306,19867,NA,NA,1,0,0,NA,NA,0,0,0,0,0,blood
CK281,CT2019_213,213,1100,1102,24,flasher,65,37,corner,N,351,NA,08019,1-5,989.0010306,19954,NA,NA,0,1,0,NA,NA,0,0,0,0,0,
CK282,CT2019_213,213,1102,1104,28,flasher,63,37,corner,N,352,NA,08019,6-10,989.0010306,19890,NA,NA,1,0,0,NA,NA,0,0,0,0,0,blood
CK283,CT2019_214,214,1107,1109,24,flasher,65,38,corner,N,353,NA,08019,11-15,989.0010306,19941,NA,NA,1,0,0,NA,NA,0,0,0,0,0,face wound
CK284,CT2019_214,214,1112,1114,24,flasher,63,34,corner,N,354,NA,08019,16-20,989.0010306,19930,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK285,CT2019_214,214,1122,NA,24,spoon,59,32,gill,Y,355,NA,08019,21-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead
CK286,CT2019_214,214,1125,1127,28,flasher,59,33,corner,Y,356,NA,08019,26-30,989.0010306,19918,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK287,CT2019_214,214,1128,1130,24,flasher,68,38,corner,N,357,NA,08019,31-35,989.0010306,19940,NA,NA,0,0,3,NA,NA,0,0,0,0,0,
CK288,CT2019_215,215,1135,1137,28,flasher,71,40,corner,N,358,NA,08019,36-40,989.0010306,19959,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK289,CT2019_215,215,1137,1139,24,flasher,66,39,corner,N,359,NA,08019,41-45,989.0010306,19923,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK290,CT2019_219,219,1333,1335,26,flasher,70,39,corner,Y,360,NA,08019,46-50,989.0010306,19925,NA,NA,1,0,0,6.2,4.1,0,0,0,0,0,blood
CK291,CT2019_219,219,1337,1339,16,spoon,66,36,corner,N,361,NA,08005,1-5,989.0010306,19900,NA,NA,1,0,3,3.5,1.8,0,0,0,0,0,
CK292,CT2019_219,219,1340,1343,20,spoon,72,47,corner,Y,362,NA,08005,6-10,989.0010306,19906,NA,NA,0,0,0,6.5,5.4,0,0,0,0,0,
CK293,CT2019_219,219,1344,1346,28,flasher,74,43,corner,Y,363,NA,08005,11-15,989.0010306,19929,NA,NA,0,0,0,4.7,2.8,0,0,0,0,0,lots of lice
